Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  9.560
wind_speed_[m+1s-1]_=_  1.678
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,1.9585776760499253E-002
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.347728E-02,0.941190E-02
0.122070E-02,0.695456E-02,0.159518E-01
0.183105E-02,0.104318E-01,0.159837
0.244141E-02,0.139091E-01,0.358851E-01
0.305176E-02,0.173864E-01,0.298515E-01
0.366211E-02,0.208637E-01,0.103141
0.427246E-02,0.243410E-01,0.141928
0.488281E-02,0.278182E-01,-0.780287E-02
0.549316E-02,0.312955E-01,0.235848
0.610352E-02,0.347728E-01,0.108302
0.671387E-02,0.382501E-01,0.212123
0.732422E-02,0.417274E-01,0.382586
0.793457E-02,0.452047E-01,-0.236987E-01
0.854492E-02,0.486819E-01,0.802807E-01
0.915527E-02,0.521592E-01,0.616959
0.976562E-02,0.556365E-01,0.181985
0.103760E-01,0.591138E-01,0.563567E-01
0.109863E-01,0.625911E-01,0.544732
0.115967E-01,0.660683E-01,0.613510
0.122070E-01,0.695456E-01,0.597239
0.128174E-01,0.730229E-01,0.115653
0.134277E-01,0.765002E-01,0.144581
0.140381E-01,0.799775E-01,0.516232E-01
0.146484E-01,0.834547E-01,0.160530
0.152588E-01,0.869320E-01,0.222837
0.158691E-01,0.904093E-01,0.144741E-01
0.164795E-01,0.938866E-01,0.473467E-01
0.170898E-01,0.973639E-01,0.788947
0.177002E-01,0.100841,0.411819
0.183105E-01,0.104318,-0.139816
0.189209E-01,0.107796,-0.153131E-01
0.195312E-01,0.111273,0.212741
0.201416E-01,0.114750,0.481971E-01
0.207520E-01,0.118228,0.103878
0.213623E-01,0.121705,0.649751
0.219727E-01,0.125182,0.114200
0.225830E-01,0.128659,0.137321
0.231934E-01,0.132137,0.260481
0.238037E-01,0.135614,0.959830
0.244141E-01,0.139091,1.04004
0.250244E-01,0.142569,0.370002
0.256348E-01,0.146046,0.127671
0.262451E-01,0.149523,0.312670
0.268555E-01,0.153000,0.801471E-01
0.274658E-01,0.156478,0.456962
0.280762E-01,0.159955,-0.186748
0.286865E-01,0.163432,0.697805E-02
0.292969E-01,0.166909,1.37982
0.299072E-01,0.170387,0.622832
0.305176E-01,0.173864,-0.124232
0.311279E-01,0.177341,-0.404772
0.317383E-01,0.180819,0.615420
0.323486E-01,0.184296,0.329481
0.329590E-01,0.187773,0.127211
0.335693E-01,0.191250,0.317126
0.341797E-01,0.194728,0.238093
0.347900E-01,0.198205,-0.958613E-01
0.354004E-01,0.201682,0.144196
0.360107E-01,0.205160,0.100146
0.366211E-01,0.208637,0.507104
0.372314E-01,0.212114,0.555841
0.378418E-01,0.215591,-0.106506
0.384521E-01,0.219069,0.169582
0.390625E-01,0.222546,0.103132
0.396729E-01,0.226023,0.135935
0.402832E-01,0.229501,-0.254355
0.408936E-01,0.232978,-0.810385E-02
0.415039E-01,0.236455,0.493864E-01
0.421143E-01,0.239932,-0.381377
0.427246E-01,0.243410,0.586856
0.433350E-01,0.246887,0.602504
0.439453E-01,0.250364,-0.150764
0.445557E-01,0.253842,-0.507394E-01
0.451660E-01,0.257319,0.927232E-01
0.457764E-01,0.260796,0.663200E-01
0.463867E-01,0.264273,-0.489975
0.469971E-01,0.267751,0.184616
0.476074E-01,0.271228,0.289026
0.482178E-01,0.274705,0.656021
0.488281E-01,0.278182,0.934703
0.494385E-01,0.281660,0.848036E-01
0.500488E-01,0.285137,-0.111986E-01
0.506592E-01,0.288614,0.106852E-01
0.512695E-01,0.292092,0.522372
0.518799E-01,0.295569,0.479532
0.524902E-01,0.299046,-0.108781E-01
0.531006E-01,0.302523,1.16102
0.537109E-01,0.306001,0.416205
0.543213E-01,0.309478,0.203094
0.549316E-01,0.312955,-0.458488
0.555420E-01,0.316433,0.528223
0.561523E-01,0.319910,0.291280
0.567627E-01,0.323387,0.172561
0.573730E-01,0.326864,-0.524107E-01
0.579834E-01,0.330342,0.234321
0.585938E-01,0.333819,-0.591403E-01
0.592041E-01,0.337296,-0.133038
0.598145E-01,0.340774,-0.955386E-01
0.604248E-01,0.344251,0.426367
0.610352E-01,0.347728,0.771344
0.616455E-01,0.351205,0.273617
0.622559E-01,0.354683,-0.273942
0.628662E-01,0.358160,0.202227
0.634766E-01,0.361637,0.385795E-01
0.640869E-01,0.365115,0.472316E-02
0.646973E-01,0.368592,-0.394790E-01
0.653076E-01,0.372069,-0.714060E-01
0.659180E-01,0.375546,-0.710420E-01
0.665283E-01,0.379024,0.597389
0.671387E-01,0.382501,-0.331265
0.677490E-01,0.385978,-0.541291E-01
0.683594E-01,0.389455,0.359681
0.689697E-01,0.392933,0.251514
0.695801E-01,0.396410,-0.235934E-01
0.701904E-01,0.399887,-0.305496E-01
0.708008E-01,0.403365,0.697329E-01
0.714111E-01,0.406842,0.175067
0.720215E-01,0.410319,0.115389
0.726318E-01,0.413796,-0.182954
0.732422E-01,0.417274,-0.263975E-01
0.738525E-01,0.420751,-0.117512
0.744629E-01,0.424228,-0.364127E-01
0.750732E-01,0.427706,0.205144
0.756836E-01,0.431183,1.00478
0.762939E-01,0.434660,1.12597
0.769043E-01,0.438137,0.597681E-01
0.775146E-01,0.441615,1.33554
0.781250E-01,0.445092,0.873031
0.787354E-01,0.448569,-0.138248E-01
0.793457E-01,0.452047,0.596707E-01
0.799561E-01,0.455524,0.274055
0.805664E-01,0.459001,-0.230651
0.811768E-01,0.462478,-0.140637
0.817871E-01,0.465956,0.540888
0.823975E-01,0.469433,0.623626
0.830078E-01,0.472910,0.132622E-01
0.836182E-01,0.476388,-0.204371E-01
0.842285E-01,0.479865,-0.110772E-02
0.848389E-01,0.483342,0.185209
0.854492E-01,0.486819,-0.207935
0.860596E-01,0.490297,-0.102280
0.866699E-01,0.493774,0.903751E-01
0.872803E-01,0.497251,-0.487229
0.878906E-01,0.500728,-0.719909E-01
0.885010E-01,0.504206,0.567382E-01
0.891113E-01,0.507683,0.608146
0.897217E-01,0.511160,0.347540
0.903320E-01,0.514638,0.352985
0.909424E-01,0.518115,0.260232
0.915527E-01,0.521592,0.768210
0.921631E-01,0.525069,0.259663E-01
0.927734E-01,0.528547,-0.128076
0.933838E-01,0.532024,0.205628E-01
0.939941E-01,0.535501,0.716526E-01
0.946045E-01,0.538979,0.391700
0.952148E-01,0.542456,0.898467
0.958252E-01,0.545933,0.337567
0.964355E-01,0.549410,0.162553
0.970459E-01,0.552888,0.484077
0.976562E-01,0.556365,-0.564532E-01
0.982666E-01,0.559842,-0.229037
0.988770E-01,0.563320,0.395940
0.994873E-01,0.566797,-0.834982E-01
0.100098,0.570274,-0.173396
0.100708,0.573751,0.989645
0.101318,0.577229,1.14132
0.101929,0.580706,0.663256
0.102539,0.584183,-0.126171
0.103149,0.587660,-0.356689
0.103760,0.591138,-0.856293E-01
0.104370,0.594615,-0.148837
0.104980,0.598092,0.512339E-01
0.105591,0.601570,0.148084
0.106201,0.605047,-0.106733
0.106812,0.608524,-0.302805
0.107422,0.612001,-0.186379E-01
0.108032,0.615479,0.669752E-01
0.108643,0.618956,-0.346654
0.109253,0.622433,1.14963
0.109863,0.625911,0.922094
0.110474,0.629388,0.128193
0.111084,0.632865,0.230919E-01
0.111694,0.636342,0.323619
0.112305,0.639820,0.974768E-01
0.112915,0.643297,-0.130913
0.113525,0.646774,0.163374
0.114136,0.650252,-0.457005E-01
0.114746,0.653729,0.507114E-02
0.115356,0.657206,-0.413831E-01
0.115967,0.660683,-0.175856
0.116577,0.664161,0.108707
0.117188,0.667638,-0.569100E-01
0.117798,0.671115,0.243018
0.118408,0.674593,0.171463
0.119019,0.678070,0.903498E-01
0.119629,0.681547,0.352569
0.120239,0.685024,0.243355
0.120850,0.688502,0.236010
0.121460,0.691979,0.639287
0.122070,0.695456,0.141510
0.122681,0.698933,0.353756E-01
0.123291,0.702411,-0.314928E-01
0.123901,0.705888,0.150470
0.124512,0.709365,-0.733710E-01
0.125122,0.712843,-0.280785
0.125732,0.716320,-0.229506E-01
0.126343,0.719797,0.127958E-01
0.126953,0.723274,-0.100984E-01
0.127563,0.726752,0.327670
0.128174,0.730229,0.105464
0.128784,0.733706,0.475307
0.129395,0.737184,0.992074
0.130005,0.740661,0.115993
0.130615,0.744138,0.160491
0.131226,0.747615,-0.628328E-01
0.131836,0.751093,0.252537
0.132446,0.754570,-0.700303E-01
0.133057,0.758047,0.264501E-03
0.133667,0.761525,0.261309
0.134277,0.765002,0.224862
0.134888,0.768479,0.207109
0.135498,0.771956,0.334484
0.136108,0.775434,0.173191E-01
0.136719,0.778911,0.640798
0.137329,0.782388,0.256421
0.137939,0.785866,0.546286
0.138550,0.789343,-0.228825E-01
0.139160,0.792820,0.601758
0.139771,0.796297,0.351081E-01
0.140381,0.799775,0.227787
0.140991,0.803252,0.910602E-01
0.141602,0.806729,-0.321512
0.142212,0.810206,0.312368
0.142822,0.813684,0.138028
0.143433,0.817161,0.302279
0.144043,0.820638,0.868618E-01
0.144653,0.824116,0.200202
0.145264,0.827593,-0.157030
0.145874,0.831070,0.741397E-01
0.146484,0.834547,0.251987
0.147095,0.838025,0.187963
0.147705,0.841502,0.720783E-01
0.148315,0.844979,0.798102E-01
0.148926,0.848457,0.727278
0.149536,0.851934,0.132237
0.150146,0.855411,-0.605878E-01
0.150757,0.858888,-0.353403E-01
0.151367,0.862366,1.07210
0.151978,0.865843,0.613596
0.152588,0.869320,-0.393396E-01
0.153198,0.872798,-0.115103
0.153809,0.876275,-0.271566E-01
0.154419,0.879752,-0.301856
0.155029,0.883229,-0.421716E-01
0.155640,0.886707,-0.110538
0.156250,0.890184,-0.862908E-01
0.156860,0.893661,0.622170E-01
0.157471,0.897139,-0.102556
0.158081,0.900616,-0.133945
