Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  9.560
wind_speed_[m+1s-1]_=_  0.266
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,-3.8986819697164025E-004
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.219374E-01,0.306754
0.122070E-02,0.438749E-01,-0.226373
0.183105E-02,0.658123E-01,1.18104
0.244141E-02,0.877497E-01,1.50502
0.305176E-02,0.109687,-0.631871
0.366211E-02,0.131625,-0.393141E-01
0.427246E-02,0.153562,-0.140614
0.488281E-02,0.175499,0.373399E-01
0.549316E-02,0.197437,0.921837
0.610352E-02,0.219374,0.182204
0.671387E-02,0.241312,-0.507964
0.732422E-02,0.263249,-0.819529E-01
0.793457E-02,0.285187,-0.225751E-01
0.854492E-02,0.307124,0.136466
0.915527E-02,0.329062,0.343822
0.976562E-02,0.350999,1.28534
0.103760E-01,0.372936,-1.64776
0.109863E-01,0.394874,-0.572864
0.115967E-01,0.416811,0.185983
0.122070E-01,0.438749,-0.278588
0.128174E-01,0.460686,-0.122319
0.134277E-01,0.482624,0.367882
0.140381E-01,0.504561,-0.192195
0.146484E-01,0.526498,-0.289534
0.152588E-01,0.548436,-0.170609
0.158691E-01,0.570373,0.495670
0.164795E-01,0.592311,-0.265259E-01
0.170898E-01,0.614248,0.182618
0.177002E-01,0.636186,0.466493E-01
0.183105E-01,0.658123,0.487699
0.189209E-01,0.680061,0.612905E-01
0.195312E-01,0.701998,0.137804
0.201416E-01,0.723935,-0.841668E-01
0.207520E-01,0.745873,0.405743E-03
0.213623E-01,0.767810,0.843368E-01
0.219727E-01,0.789748,-0.943604
0.225830E-01,0.811685,0.111053
0.231934E-01,0.833623,0.566683E-01
0.238037E-01,0.855560,-0.250923
0.244141E-01,0.877497,0.381913E-01
0.250244E-01,0.899435,0.239240
0.256348E-01,0.921372,-0.826320E-01
0.262451E-01,0.943310,-0.353208E-01
0.268555E-01,0.965247,0.420733
0.274658E-01,0.987185,0.319976
0.280762E-01,1.00912,0.658438E-01
0.286865E-01,1.03106,0.271159E-01
0.292969E-01,1.05300,0.357865E-01
0.299072E-01,1.07493,0.107599E-01
0.305176E-01,1.09687,0.347279
0.311279E-01,1.11881,-0.192971
0.317383E-01,1.14075,-0.261964
0.323486E-01,1.16268,-0.351258
0.329590E-01,1.18462,0.331247
0.335693E-01,1.20656,0.384865E-01
0.341797E-01,1.22850,0.189524E-01
0.347900E-01,1.25043,0.145480
0.354004E-01,1.27237,0.348846E-01
0.360107E-01,1.29431,-0.224708
0.366211E-01,1.31625,0.175691E-01
0.372314E-01,1.33818,0.417749E-01
0.378418E-01,1.36012,0.574980
0.384521E-01,1.38206,0.128437
0.390625E-01,1.40400,0.375310
0.396729E-01,1.42593,0.116896
0.402832E-01,1.44787,0.267022
0.408936E-01,1.46981,-0.362365E-01
0.415039E-01,1.49175,0.306492
0.421143E-01,1.51368,0.840918E-01
0.427246E-01,1.53562,0.207778E-02
0.433350E-01,1.55756,-0.925469E-02
0.439453E-01,1.57950,0.360958E-01
0.445557E-01,1.60143,-0.687109E-01
0.451660E-01,1.62337,0.840933E-01
0.457764E-01,1.64531,0.309167
0.463867E-01,1.66725,0.348096
0.469971E-01,1.68918,0.104420
0.476074E-01,1.71112,0.750724E-01
0.482178E-01,1.73306,0.146153
0.488281E-01,1.75499,0.499520E-01
0.494385E-01,1.77693,0.297663
0.500488E-01,1.79887,0.118710
0.506592E-01,1.82081,0.311038
0.512695E-01,1.84274,0.309886
0.518799E-01,1.86468,0.207003
0.524902E-01,1.88662,-0.353244
0.531006E-01,1.90856,0.314681E-01
0.537109E-01,1.93049,-0.429013
0.543213E-01,1.95243,0.252995
0.549316E-01,1.97437,0.670020E-01
0.555420E-01,1.99631,-0.662466E-01
0.561523E-01,2.01824,0.140251
0.567627E-01,2.04018,0.448780E-01
0.573730E-01,2.06212,0.204981
0.579834E-01,2.08406,0.204622E-02
0.585938E-01,2.10599,-0.516603E-01
0.592041E-01,2.12793,-0.370858
0.598145E-01,2.14987,-0.874703E-01
0.604248E-01,2.17181,0.217464
0.610352E-01,2.19374,0.765607E-01
0.616455E-01,2.21568,0.380224
0.622559E-01,2.23762,0.267160
0.628662E-01,2.25956,0.685232E-03
0.634766E-01,2.28149,0.340756E-01
0.640869E-01,2.30343,0.806146E-01
0.646973E-01,2.32537,-0.117975E-01
0.653076E-01,2.34731,-0.354838E-01
0.659180E-01,2.36924,0.781544E-01
0.665283E-01,2.39118,-0.165987E-01
0.671387E-01,2.41312,0.824715E-01
0.677490E-01,2.43506,-0.181358
0.683594E-01,2.45699,0.810375E-01
0.689697E-01,2.47893,0.281405E-01
0.695801E-01,2.50087,-0.297768E-01
