Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  9.560
wind_speed_[m+1s-1]_=_  2.871
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,0.11194661045830835
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.203226E-02,-0.345307E-01
0.122070E-02,0.406453E-02,-0.371310E-01
0.183105E-02,0.609679E-02,0.383151E-01
0.244141E-02,0.812906E-02,-0.121987E-01
0.305176E-02,0.101613E-01,0.182565E-01
0.366211E-02,0.121936E-01,0.127675
0.427246E-02,0.142259E-01,0.411008E-01
0.488281E-02,0.162581E-01,-0.515975E-01
0.549316E-02,0.182904E-01,0.149523E-01
0.610352E-02,0.203226E-01,0.111138
0.671387E-02,0.223549E-01,0.300486E-01
0.732422E-02,0.243872E-01,0.315093E-01
0.793457E-02,0.264194E-01,0.982436
0.854492E-02,0.284517E-01,-0.138596E-01
0.915527E-02,0.304840E-01,-0.821885E-01
0.976562E-02,0.325162E-01,-0.834375E-01
0.103760E-01,0.345485E-01,0.336290
0.109863E-01,0.365808E-01,1.08913
0.115967E-01,0.386130E-01,0.100548
0.122070E-01,0.406453E-01,0.507176
0.128174E-01,0.426776E-01,0.996403
0.134277E-01,0.447098E-01,0.331711
0.140381E-01,0.467421E-01,0.379791
0.146484E-01,0.487744E-01,0.965005E-02
0.152588E-01,0.508066E-01,0.713688
0.158691E-01,0.528389E-01,-0.109173
0.164795E-01,0.548712E-01,0.284311
0.170898E-01,0.569034E-01,-0.331824E-01
0.177002E-01,0.589357E-01,0.581263
0.183105E-01,0.609679E-01,0.715673
0.189209E-01,0.630002E-01,0.327132E-02
0.195312E-01,0.650325E-01,0.153200
0.201416E-01,0.670647E-01,0.953165E-01
0.207520E-01,0.690970E-01,0.629026
0.213623E-01,0.711293E-01,0.122477
0.219727E-01,0.731615E-01,-0.187214E-01
0.225830E-01,0.751938E-01,0.126546
0.231934E-01,0.772261E-01,0.169905
0.238037E-01,0.792583E-01,0.511844
0.244141E-01,0.812906E-01,1.71092
0.250244E-01,0.833229E-01,0.293761
0.256348E-01,0.853551E-01,0.739314E-01
0.262451E-01,0.873874E-01,0.902756
0.268555E-01,0.894197E-01,0.133758
0.274658E-01,0.914519E-01,-0.658355E-01
0.280762E-01,0.934842E-01,0.747790E-01
0.286865E-01,0.955165E-01,0.166289
0.292969E-01,0.975487E-01,0.156980
0.299072E-01,0.995810E-01,0.196579
0.305176E-01,0.101613,0.737056
0.311279E-01,0.103646,0.208606E-01
0.317383E-01,0.105678,-0.154048
0.323486E-01,0.107710,0.408304E-01
0.329590E-01,0.109742,0.168806
0.335693E-01,0.111775,-0.131897E-01
0.341797E-01,0.113807,0.490804
0.347900E-01,0.115839,-0.320306
0.354004E-01,0.117871,0.858410
0.360107E-01,0.119904,0.395510
0.366211E-01,0.121936,-0.213000
0.372314E-01,0.123968,0.123872
0.378418E-01,0.126000,1.51562
0.384521E-01,0.128033,-0.133695
0.390625E-01,0.130065,-0.152043E-01
0.396729E-01,0.132097,1.29553
0.402832E-01,0.134129,0.918097
0.408936E-01,0.136162,0.450830
0.415039E-01,0.138194,0.105168
0.421143E-01,0.140226,0.146688
0.427246E-01,0.142259,0.701404E-01
0.433350E-01,0.144291,0.174976
0.439453E-01,0.146323,0.154008
