Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  9.560
wind_speed_[m+1s-1]_=_  0.302
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,2.2420312671111468E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.193132E-01,0.313664
0.122070E-02,0.386264E-01,1.15336
0.183105E-02,0.579397E-01,0.292178
0.244141E-02,0.772529E-01,0.376647
0.305176E-02,0.965661E-01,1.07313
0.366211E-02,0.115879,-0.886960E-01
0.427246E-02,0.135193,0.440536
0.488281E-02,0.154506,-0.809512
0.549316E-02,0.173819,0.180680
0.610352E-02,0.193132,0.395323E-01
0.671387E-02,0.212445,-0.885980E-01
0.732422E-02,0.231759,-0.751616
0.793457E-02,0.251072,0.750771E-01
0.854492E-02,0.270385,-0.443336E-01
0.915527E-02,0.289698,-0.161925
0.976562E-02,0.309012,0.617473E-01
0.103760E-01,0.328325,0.963513E-01
0.109863E-01,0.347638,-0.179065
0.115967E-01,0.366951,0.314028
0.122070E-01,0.386264,0.156132
0.128174E-01,0.405578,-0.487874E-02
0.134277E-01,0.424891,-0.550561
0.140381E-01,0.444204,0.197919
0.146484E-01,0.463517,0.142236
0.152588E-01,0.482830,-0.696208
0.158691E-01,0.502144,-0.154438
0.164795E-01,0.521457,0.661389E-01
0.170898E-01,0.540770,-0.291152
0.177002E-01,0.560083,-0.405890E-02
0.183105E-01,0.579397,-0.128158
0.189209E-01,0.598710,0.605436E-01
0.195312E-01,0.618023,0.151573
0.201416E-01,0.637336,-0.179453
0.207520E-01,0.656649,-0.500858E-01
0.213623E-01,0.675963,-0.294732E-01
0.219727E-01,0.695276,-0.483646E-01
0.225830E-01,0.714589,-0.206463
0.231934E-01,0.733902,0.702996E-01
0.238037E-01,0.753216,0.918930E-01
0.244141E-01,0.772529,-0.119675
0.250244E-01,0.791842,0.165854
0.256348E-01,0.811155,0.157317
0.262451E-01,0.830468,-0.222144E-01
0.268555E-01,0.849782,-0.375431E-01
0.274658E-01,0.869095,0.351859
0.280762E-01,0.888408,-0.406050
0.286865E-01,0.907721,-0.352416
0.292969E-01,0.927035,-0.137074
0.299072E-01,0.946348,0.102351E-01
0.305176E-01,0.965661,0.228087
0.311279E-01,0.984974,0.229838
0.317383E-01,1.00429,-0.138263
0.323486E-01,1.02360,0.991202E-02
0.329590E-01,1.04291,-0.790806E-01
0.335693E-01,1.06223,0.159338
0.341797E-01,1.08154,0.380926E-01
0.347900E-01,1.10085,0.216004
0.354004E-01,1.12017,0.601918E-01
0.360107E-01,1.13948,-0.360945
0.366211E-01,1.15879,-0.516905
0.372314E-01,1.17811,-0.392965
0.378418E-01,1.19742,0.224076
0.384521E-01,1.21673,-0.309159
0.390625E-01,1.23605,0.319680
0.396729E-01,1.25536,-0.306738
0.402832E-01,1.27467,0.536455E-01
0.408936E-01,1.29399,-0.169167
0.415039E-01,1.31330,-0.380148
0.421143E-01,1.33261,-0.204781
0.427246E-01,1.35193,-0.298698
0.433350E-01,1.37124,-0.395475
0.439453E-01,1.39055,-1.01591
0.445557E-01,1.40987,-0.119492
0.451660E-01,1.42918,-0.293393E-01
0.457764E-01,1.44849,-0.143006
0.463867E-01,1.46780,0.125339
0.469971E-01,1.48712,0.323423E-01
0.476074E-01,1.50643,0.211417
0.482178E-01,1.52574,-0.832616E-01
0.488281E-01,1.54506,0.417692E-01
0.494385E-01,1.56437,-0.118034
0.500488E-01,1.58368,-0.673304E-01
0.506592E-01,1.60300,-0.103940
0.512695E-01,1.62231,-0.166082E-01
0.518799E-01,1.64162,0.307453
0.524902E-01,1.66094,-0.468660
0.531006E-01,1.68025,-0.116268
0.537109E-01,1.69956,-0.222566
0.543213E-01,1.71888,-0.509240E-01
0.549316E-01,1.73819,0.610967E-01
0.555420E-01,1.75750,-0.453178E-02
0.561523E-01,1.77682,0.126548E-01
0.567627E-01,1.79613,-0.253891
0.573730E-01,1.81544,-0.436921
0.579834E-01,1.83476,-0.135878
0.585938E-01,1.85407,-0.434213E-01
0.592041E-01,1.87338,-0.545243E-01
0.598145E-01,1.89270,-0.109304E-02
0.604248E-01,1.91201,0.245098
0.610352E-01,1.93132,0.842271E-01
0.616455E-01,1.95064,-0.643451E-01
0.622559E-01,1.96995,-0.181216
0.628662E-01,1.98926,-0.119951
0.634766E-01,2.00857,-0.175196
0.640869E-01,2.02789,0.165952E-01
0.646973E-01,2.04720,-0.403072
0.653076E-01,2.06651,0.641217E-01
0.659180E-01,2.08583,0.787889E-01
0.665283E-01,2.10514,-0.884394E-01
0.671387E-01,2.12445,0.786589
0.677490E-01,2.14377,0.364994
0.683594E-01,2.16308,-0.181983
0.689697E-01,2.18239,0.108930
0.695801E-01,2.20171,0.649990E-01
0.701904E-01,2.22102,-0.307411
0.708008E-01,2.24033,-0.103337
0.714111E-01,2.25965,-0.444112E-01
0.720215E-01,2.27896,0.805287E-01
0.726318E-01,2.29827,-0.257440
0.732422E-01,2.31759,-0.290781E-01
0.738525E-01,2.33690,-0.497787
0.744629E-01,2.35621,-0.785906E-02
0.750732E-01,2.37553,0.120280E-02
0.756836E-01,2.39484,-0.528249E-01
0.762939E-01,2.41415,0.263956E-01
0.769043E-01,2.43347,-0.641257E-01
0.775146E-01,2.45278,-0.111725
0.781250E-01,2.47209,0.451158E-01
0.787354E-01,2.49141,-0.170940
0.793457E-01,2.51072,-0.222716E-01
0.799561E-01,2.53003,-0.173137
0.805664E-01,2.54934,-0.293651
0.811768E-01,2.56866,0.285617E-01
0.817871E-01,2.58797,-0.187730
0.823975E-01,2.60728,-0.124434
0.830078E-01,2.62660,0.532898E-01
0.836182E-01,2.64591,-0.373412
0.842285E-01,2.66522,-0.782952E-01
0.848389E-01,2.68454,-0.547127E-01
0.854492E-01,2.70385,0.361440E-02
0.860596E-01,2.72316,-0.500881E-01
0.866699E-01,2.74248,0.333421
0.872803E-01,2.76179,-0.641733E-01
0.878906E-01,2.78110,-0.208045
0.885010E-01,2.80042,0.153945E-01
0.891113E-01,2.81973,0.505119E-01
0.897217E-01,2.83904,-0.164644E-01
0.903320E-01,2.85836,-0.517695
0.909424E-01,2.87767,-0.682774E-01
0.915527E-01,2.89698,-0.109445E-01
0.921631E-01,2.91630,-0.635868E-01
0.927734E-01,2.93561,0.778155E-01
0.933838E-01,2.95492,-0.382124E-01
0.939941E-01,2.97424,0.282420
0.946045E-01,2.99355,0.401866E-01
0.952148E-01,3.01286,0.386530
0.958252E-01,3.03218,-0.432102
0.964355E-01,3.05149,0.623445E-01
0.970459E-01,3.07080,-0.739209E-01
0.976562E-01,3.09012,-0.218490
0.982666E-01,3.10943,-0.126030
0.988770E-01,3.12874,0.664709
0.994873E-01,3.14805,0.705335E-01
0.100098,3.16737,-0.408453E-01
0.100708,3.18668,-0.460540E-01
0.101318,3.20599,0.830105E-03
0.101929,3.22531,0.726781E-01
0.102539,3.24462,0.749184E-01
0.103149,3.26393,-0.651610E-01
0.103760,3.28325,0.488522E-01
0.104370,3.30256,0.123606
0.104980,3.32187,0.273712
0.105591,3.34119,0.100639
0.106201,3.36050,-0.127180
0.106812,3.37981,-0.274380
0.107422,3.39913,0.660825E-01
0.108032,3.41844,0.968923E-01
0.108643,3.43775,-0.208153E-01
0.109253,3.45707,0.823347E-01
0.109863,3.47638,-0.782904E-01
0.110474,3.49569,-0.574316E-01
0.111084,3.51501,-0.640389E-02
0.111694,3.53432,-0.204515
0.112305,3.55363,0.425892E-01
0.112915,3.57295,-0.204637E-01
0.113525,3.59226,0.159179
0.114136,3.61157,-0.231992E-01
0.114746,3.63089,-0.251129
0.115356,3.65020,0.318268
0.115967,3.66951,0.390461E-02
0.116577,3.68882,-0.608743E-01
0.117188,3.70814,-0.192704
0.117798,3.72745,-0.633805E-01
0.118408,3.74676,-0.184416
0.119019,3.76608,0.149382
0.119629,3.78539,-0.176559
0.120239,3.80470,0.105857
0.120850,3.82402,0.432191E-01
0.121460,3.84333,0.210149
0.122070,3.86264,-0.163973
0.122681,3.88196,0.215100
0.123291,3.90127,0.392939E-01
0.123901,3.92058,-0.138463
0.124512,3.93990,-0.182338
0.125122,3.95921,-0.647230E-01
0.125732,3.97852,0.581646
0.126343,3.99784,-0.247957
0.126953,4.01715,-0.111859
0.127563,4.03646,0.250178
0.128174,4.05578,0.215524
0.128784,4.07509,-0.628256E-01
0.129395,4.09440,0.291113
0.130005,4.11372,-0.395747
0.130615,4.13303,0.122262
0.131226,4.15234,0.156402E-01
0.131836,4.17166,0.195313
0.132446,4.19097,0.353080E-01
0.133057,4.21028,-0.311065
0.133667,4.22960,0.289649
0.134277,4.24891,0.245718E-01
0.134888,4.26822,0.193618
0.135498,4.28753,-0.414170E-01
0.136108,4.30685,0.703141E-01
0.136719,4.32616,-0.636882E-01
0.137329,4.34547,-0.262707
0.137939,4.36479,0.170111
0.138550,4.38410,-0.327564
0.139160,4.40341,0.122845
0.139771,4.42273,-0.811367E-01
0.140381,4.44204,0.168424
0.140991,4.46135,-0.314150
0.141602,4.48067,-0.244720
0.142212,4.49998,-0.431203E-01
0.142822,4.51929,-0.210098
0.143433,4.53861,-0.237368
0.144043,4.55792,-0.148454E-01
0.144653,4.57723,-0.300572
0.145264,4.59655,0.528881E-01
0.145874,4.61586,0.509838E-01
0.146484,4.63517,0.942078E-01
0.147095,4.65449,0.257349
0.147705,4.67380,-0.837567E-01
0.148315,4.69311,-0.120908
0.148926,4.71243,-0.351175
0.149536,4.73174,-0.155651
0.150146,4.75105,0.789586E-01
0.150757,4.77037,-0.126897E-01
0.151367,4.78968,0.231553
0.151978,4.80899,-0.429238
0.152588,4.82830,-0.371394E-01
0.153198,4.84762,-0.759690
0.153809,4.86693,0.216816
0.154419,4.88624,0.527894E-01
0.155029,4.90556,-0.159381
0.155640,4.92487,0.170612E-01
0.156250,4.94418,-0.147800
0.156860,4.96350,0.361497
0.157471,4.98281,-0.130904
0.158081,5.00212,-0.280125
0.158691,5.02144,-0.129736
0.159302,5.04075,0.109886
0.159912,5.06006,0.691778E-01
0.160522,5.07938,-0.377231E-01
0.161133,5.09869,0.291541E-02
0.161743,5.11800,0.174553
0.162354,5.13732,-0.129448
0.162964,5.15663,-0.207865E-01
0.163574,5.17594,-0.226736
0.164185,5.19526,-0.376810
0.164795,5.21457,0.130096
0.165405,5.23388,-0.565899E-01
0.166016,5.25320,-0.214048
0.166626,5.27251,0.141039E-01
0.167236,5.29182,-0.126330E-01
0.167847,5.31114,-0.232808
0.168457,5.33045,-0.422745E-01
0.169067,5.34976,-0.383964
0.169678,5.36907,-0.592926E-01
0.170288,5.38839,-0.159941
0.170898,5.40770,0.172034
0.171509,5.42701,-0.105853
0.172119,5.44633,-0.989297E-01
0.172729,5.46564,-0.300264
0.173340,5.48495,-0.141428
0.173950,5.50427,-0.290287E-01
0.174561,5.52358,-0.474555E-01
0.175171,5.54289,-0.744146E-01
0.175781,5.56221,-0.426669
0.176392,5.58152,-0.673655E-02
0.177002,5.60083,0.842156E-01
0.177612,5.62015,0.744864E-01
0.178223,5.63946,0.382785E-01
0.178833,5.65877,-0.809861E-01
0.179443,5.67809,0.721962E-01
0.180054,5.69740,0.222268E-01
0.180664,5.71671,-0.155599E-01
0.181274,5.73603,-0.630582E-01
0.181885,5.75534,0.196305E-01
0.182495,5.77465,-0.419609E-01
0.183105,5.79397,-0.226273
0.183716,5.81328,-0.906463E-01
0.184326,5.83259,-0.185793E-01
0.184937,5.85191,-0.111455
0.185547,5.87122,-0.173134
0.186157,5.89053,-0.466180
0.186768,5.90985,0.776830E-01
0.187378,5.92916,-0.179814
0.187988,5.94847,-0.197146E-01
0.188599,5.96778,0.352612E-02
0.189209,5.98710,0.232600E-01
0.189819,6.00641,-0.535580E-01
0.190430,6.02572,0.472599E-01
0.191040,6.04504,0.266511E-01
0.191650,6.06435,-0.445107E-01
0.192261,6.08366,0.323987E-01
0.192871,6.10298,-0.426085E-01
0.193481,6.12229,-0.644853E-01
0.194092,6.14160,-0.143240E-01
0.194702,6.16092,0.211778
0.195312,6.18023,-0.973881E-01
0.195923,6.19954,-0.410046E-01
0.196533,6.21886,-0.119445
0.197144,6.23817,-0.120155
0.197754,6.25748,-0.184834E-01
0.198364,6.27680,-0.826760E-02
0.198975,6.29611,0.470974E-01
0.199585,6.31542,0.636089E-01
0.200195,6.33474,0.224109E-01
0.200806,6.35405,0.890784E-02
0.201416,6.37336,-0.124317E-01
0.202026,6.39268,-0.225936
0.202637,6.41199,0.155766E-02
0.203247,6.43130,-0.412922E-01
0.203857,6.45062,0.493494E-01
0.204468,6.46993,-0.143488
0.205078,6.48924,0.352901E-01
0.205688,6.50855,-0.296922E-01
0.206299,6.52787,0.589976E-01
0.206909,6.54718,0.357386E-01
0.207520,6.56649,-0.271405E-01
0.208130,6.58581,-0.240640
0.208740,6.60512,0.277652E-01
0.209351,6.62443,-0.327141E-01
0.209961,6.64375,-0.295672E-01
0.210571,6.66306,0.266185E-01
0.211182,6.68237,-0.110388E-01
0.211792,6.70169,0.127511
0.212402,6.72100,-0.751053E-01
0.213013,6.74031,-0.149404
0.213623,6.75963,-0.112848
0.214233,6.77894,0.219921E-01
0.214844,6.79825,0.812293E-01
0.215454,6.81757,0.135868E-01
0.216064,6.83688,-0.188034E-01
0.216675,6.85619,-0.108280
0.217285,6.87551,-0.130664E-02
0.217896,6.89482,-0.316556
0.218506,6.91413,-0.592747E-01
0.219116,6.93345,-0.773079E-01
0.219727,6.95276,-0.149308
