Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  9.560
wind_speed_[m+1s-1]_=_  2.961
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,7.6146146189558020E-002
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.197058E-02,0.542075E-02
0.122070E-02,0.394116E-02,0.128078E-01
0.183105E-02,0.591174E-02,0.215271
0.244141E-02,0.788232E-02,0.180646
0.305176E-02,0.985290E-02,-0.288930E-01
0.366211E-02,0.118235E-01,0.546957E-01
0.427246E-02,0.137941E-01,0.328443
0.488281E-02,0.157646E-01,-0.109047
0.549316E-02,0.177352E-01,0.162705
0.610352E-02,0.197058E-01,-0.145291E-02
0.671387E-02,0.216764E-01,0.168372
0.732422E-02,0.236470E-01,0.756582E-01
0.793457E-02,0.256175E-01,-0.803067E-02
0.854492E-02,0.275881E-01,0.128721
0.915527E-02,0.295587E-01,0.364768
0.976562E-02,0.315293E-01,0.199106
0.103760E-01,0.334999E-01,0.690036
0.109863E-01,0.354704E-01,0.506894
0.115967E-01,0.374410E-01,0.473440
0.122070E-01,0.394116E-01,0.532169
0.128174E-01,0.413822E-01,0.309508
0.134277E-01,0.433528E-01,-0.341862
0.140381E-01,0.453233E-01,0.496639
0.146484E-01,0.472939E-01,0.736398
0.152588E-01,0.492645E-01,-0.382501
0.158691E-01,0.512351E-01,-0.206759E-01
0.164795E-01,0.532057E-01,-0.176131E-01
0.170898E-01,0.551762E-01,0.217327
0.177002E-01,0.571468E-01,0.278025
0.183105E-01,0.591174E-01,-0.109898
0.189209E-01,0.610880E-01,0.206064
0.195312E-01,0.630586E-01,-0.112376
0.201416E-01,0.650291E-01,0.869385E-01
0.207520E-01,0.669997E-01,-0.153268
0.213623E-01,0.689703E-01,1.73265
0.219727E-01,0.709409E-01,0.907469E-01
0.225830E-01,0.729115E-01,0.434963
0.231934E-01,0.748820E-01,0.636955E-01
0.238037E-01,0.768526E-01,0.543534
0.244141E-01,0.788232E-01,0.125754
0.250244E-01,0.807938E-01,0.383975E-01
0.256348E-01,0.827644E-01,0.627749
0.262451E-01,0.847349E-01,-0.571445E-02
0.268555E-01,0.867055E-01,0.554944
