Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  9.560
wind_speed_[m+1s-1]_=_  0.304
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,-1.1019861745891310E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.191835E-01,0.541058
0.122070E-02,0.383670E-01,0.793091E-01
0.183105E-02,0.575505E-01,-0.195216E-01
0.244141E-02,0.767340E-01,0.461699
0.305176E-02,0.959175E-01,-0.111356
0.366211E-02,0.115101,0.619486E-02
0.427246E-02,0.134285,0.417882
0.488281E-02,0.153468,-0.342446
0.549316E-02,0.172652,0.350856
0.610352E-02,0.191835,0.361218E-01
0.671387E-02,0.211019,-0.371262E-01
0.732422E-02,0.230202,0.230837
0.793457E-02,0.249386,0.897970E-02
0.854492E-02,0.268569,1.79866
0.915527E-02,0.287753,-0.926522
0.976562E-02,0.306936,-0.595025E-01
0.103760E-01,0.326120,0.327610E-01
0.109863E-01,0.345303,0.260515
0.115967E-01,0.364487,-0.226805
0.122070E-01,0.383670,0.537175
0.128174E-01,0.402854,-0.265136
0.134277E-01,0.422037,-3.38608
0.140381E-01,0.441221,1.90736
0.146484E-01,0.460404,0.319994
0.152588E-01,0.479588,0.167144
0.158691E-01,0.498771,1.23333
0.164795E-01,0.517955,0.990270
0.170898E-01,0.537138,-0.371740
0.177002E-01,0.556322,-0.223370
0.183105E-01,0.575505,-0.618338
0.189209E-01,0.594689,-0.269631
0.195312E-01,0.613872,0.181621
0.201416E-01,0.633056,0.740823
0.207520E-01,0.652239,0.670385
0.213623E-01,0.671423,0.622951E-01
0.219727E-01,0.690606,-0.320230
0.225830E-01,0.709790,0.484907
0.231934E-01,0.728973,0.518155
0.238037E-01,0.748157,1.09750
0.244141E-01,0.767340,-0.112026
0.250244E-01,0.786524,0.417333E-02
0.256348E-01,0.805707,0.213489
0.262451E-01,0.824891,0.362522
0.268555E-01,0.844074,-0.145931
0.274658E-01,0.863258,0.820892E-01
