Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  9.560
wind_speed_[m+1s-1]_=_  0.671
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,-2.7787549803859969E-004
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.869981E-02,0.193987
0.122070E-02,0.173996E-01,3.05698
0.183105E-02,0.260994E-01,-2.46991
0.244141E-02,0.347993E-01,-0.904510
0.305176E-02,0.434991E-01,-1.87404
0.366211E-02,0.521989E-01,-1.63719
0.427246E-02,0.608987E-01,0.457755
0.488281E-02,0.695985E-01,-0.186301
0.549316E-02,0.782983E-01,0.298006
0.610352E-02,0.869981E-01,0.301337E-02
0.671387E-02,0.956979E-01,0.749990
0.732422E-02,0.104398,-0.723173E-01
0.793457E-02,0.113098,-0.108769
0.854492E-02,0.121797,-0.279302
0.915527E-02,0.130497,-0.428941
0.976562E-02,0.139197,-0.806557E-01
0.103760E-01,0.147897,-1.32113
0.109863E-01,0.156597,-0.400096
0.115967E-01,0.165296,0.249266
0.122070E-01,0.173996,-0.127875
0.128174E-01,0.182696,-0.321567
0.134277E-01,0.191396,0.376300
0.140381E-01,0.200096,1.05142
0.146484E-01,0.208796,0.435745E-01
0.152588E-01,0.217495,-0.645651
0.158691E-01,0.226195,1.62677
0.164795E-01,0.234895,-0.201448
0.170898E-01,0.243595,-0.316560E-01
0.177002E-01,0.252295,0.101488
0.183105E-01,0.260994,0.865313E-01
0.189209E-01,0.269694,0.254501E-02
0.195312E-01,0.278394,0.879585E-01
0.201416E-01,0.287094,-0.566518E-01
0.207520E-01,0.295794,-0.628635
0.213623E-01,0.304493,-0.724885E-01
0.219727E-01,0.313193,0.957268
0.225830E-01,0.321893,0.794564
0.231934E-01,0.330593,0.937858
0.238037E-01,0.339293,0.712491E-01
0.244141E-01,0.347993,0.221487E-01
0.250244E-01,0.356692,-0.234031
0.256348E-01,0.365392,-0.203182
0.262451E-01,0.374092,0.154494E-01
0.268555E-01,0.382792,0.151304
0.274658E-01,0.391492,-0.130790
0.280762E-01,0.400191,-1.09547
0.286865E-01,0.408891,-0.190329
0.292969E-01,0.417591,-1.53206
0.299072E-01,0.426291,-1.12487
0.305176E-01,0.434991,-0.944603
0.311279E-01,0.443690,-0.729577
0.317383E-01,0.452390,-1.11071
0.323486E-01,0.461090,-0.395726
0.329590E-01,0.469790,0.111572
0.335693E-01,0.478490,0.729426
0.341797E-01,0.487190,-1.21324
0.347900E-01,0.495889,0.504057
0.354004E-01,0.504589,-0.757185
0.360107E-01,0.513289,-0.201719
0.366211E-01,0.521989,-0.728632
0.372314E-01,0.530689,0.963640
0.378418E-01,0.539388,2.42893
0.384521E-01,0.548088,0.929211
0.390625E-01,0.556788,-0.360166
0.396729E-01,0.565488,-0.304925
0.402832E-01,0.574188,0.193328
0.408936E-01,0.582887,-2.15275
0.415039E-01,0.591587,1.20805
0.421143E-01,0.600287,1.33852
0.427246E-01,0.608987,1.11944
0.433350E-01,0.617687,1.78068
0.439453E-01,0.626387,2.55229
0.445557E-01,0.635086,0.826158E-01
0.451660E-01,0.643786,1.18224
0.457764E-01,0.652486,0.299871E-01
0.463867E-01,0.661186,1.83529
0.469971E-01,0.669886,1.68992
0.476074E-01,0.678585,1.30856
0.482178E-01,0.687285,-0.200528
0.488281E-01,0.695985,-0.550764
0.494385E-01,0.704685,0.166053
0.500488E-01,0.713385,0.716317E-01
0.506592E-01,0.722085,-0.308890
0.512695E-01,0.730784,-0.386706
0.518799E-01,0.739484,-0.957907
0.524902E-01,0.748184,-0.401921E-01
0.531006E-01,0.756884,0.102045
0.537109E-01,0.765584,1.28983
0.543213E-01,0.774283,2.34567
0.549316E-01,0.782983,1.10814
0.555420E-01,0.791683,2.99548
0.561523E-01,0.800383,0.978518
0.567627E-01,0.809083,0.999841
0.573730E-01,0.817782,0.313755
0.579834E-01,0.826482,1.05629
0.585938E-01,0.835182,1.02112
0.592041E-01,0.843882,1.46269
0.598145E-01,0.852582,-0.454210
0.604248E-01,0.861282,0.999342
0.610352E-01,0.869981,0.293686
0.616455E-01,0.878681,-0.308671
0.622559E-01,0.887381,-0.687815
0.628662E-01,0.896081,1.15156
0.634766E-01,0.904781,0.880206
0.640869E-01,0.913480,0.332739
0.646973E-01,0.922180,1.27017
0.653076E-01,0.930880,1.59315
0.659180E-01,0.939580,3.08889
0.665283E-01,0.948280,0.952293E-01
0.671387E-01,0.956979,0.100010
0.677490E-01,0.965679,-0.216506
0.683594E-01,0.974379,-0.266144
0.689697E-01,0.983079,0.327421
0.695801E-01,0.991779,0.132816
0.701904E-01,1.00048,-0.903822E-02
0.708008E-01,1.00918,0.201435
0.714111E-01,1.01788,1.06435
0.720215E-01,1.02658,-1.46565
0.726318E-01,1.03528,-1.47458
0.732422E-01,1.04398,-1.98765
0.738525E-01,1.05268,-1.88117
0.744629E-01,1.06138,0.795496
0.750732E-01,1.07008,0.190068
0.756836E-01,1.07878,-0.301083
0.762939E-01,1.08748,0.485512E-01
0.769043E-01,1.09618,-0.202368
0.775146E-01,1.10488,1.12892
0.781250E-01,1.11358,-0.747951E-01
0.787354E-01,1.12228,1.20525
0.793457E-01,1.13098,0.217082E-01
0.799561E-01,1.13968,-0.575153
0.805664E-01,1.14838,-1.06423
0.811768E-01,1.15708,0.441675
0.817871E-01,1.16577,0.635266E-01
0.823975E-01,1.17447,0.888531E-01
0.830078E-01,1.18317,-0.294884
0.836182E-01,1.19187,0.590037
0.842285E-01,1.20057,1.12031
0.848389E-01,1.20927,0.327859
0.854492E-01,1.21797,-0.372658
0.860596E-01,1.22667,0.279695
0.866699E-01,1.23537,-0.822115E-02
0.872803E-01,1.24407,0.117429E-02
0.878906E-01,1.25277,0.202896
0.885010E-01,1.26147,-0.153318
0.891113E-01,1.27017,0.310788E-01
0.897217E-01,1.27887,1.42817
0.903320E-01,1.28757,0.519474
0.909424E-01,1.29627,1.44637
0.915527E-01,1.30497,-0.756377
0.921631E-01,1.31367,-0.918723
0.927734E-01,1.32237,0.245719
0.933838E-01,1.33107,0.388099
0.939941E-01,1.33977,-0.328509
0.946045E-01,1.34847,1.28900
0.952148E-01,1.35717,0.197156
0.958252E-01,1.36587,1.06681
0.964355E-01,1.37457,0.573104
0.970459E-01,1.38327,0.352698
0.976562E-01,1.39197,1.00729
0.982666E-01,1.40067,0.277682
0.988770E-01,1.40937,-0.292015
0.994873E-01,1.41807,0.328189
0.100098,1.42677,-0.383217E-01
0.100708,1.43547,-0.100541
0.101318,1.44417,-2.96518
0.101929,1.45287,0.483553
0.102539,1.46157,0.236003
0.103149,1.47027,2.45740
0.103760,1.47897,1.75890
0.104370,1.48767,2.34850
0.104980,1.49637,2.04395
0.105591,1.50507,1.58766
0.106201,1.51377,0.281606
0.106812,1.52247,0.144601
0.107422,1.53117,0.731705
0.108032,1.53987,-1.66959
0.108643,1.54857,0.740959
0.109253,1.55727,0.398227
0.109863,1.56597,1.31356
0.110474,1.57467,-1.97104
0.111084,1.58337,2.71221
0.111694,1.59207,-0.157896
0.112305,1.60077,2.84714
0.112915,1.60947,2.01323
0.113525,1.61817,2.40063
0.114136,1.62687,0.813493
0.114746,1.63556,2.79536
0.115356,1.64426,0.648787
0.115967,1.65296,0.126359
0.116577,1.66166,-0.683530E-02
0.117188,1.67036,0.384685
0.117798,1.67906,2.04698
0.118408,1.68776,3.05046
0.119019,1.69646,0.345791
0.119629,1.70516,0.570461
0.120239,1.71386,-0.142628
0.120850,1.72256,-0.366666E-02
0.121460,1.73126,0.752040
0.122070,1.73996,0.339545
0.122681,1.74866,0.206154
0.123291,1.75736,-1.57158
0.123901,1.76606,-0.280723
0.124512,1.77476,1.43008
0.125122,1.78346,-0.172553
0.125732,1.79216,0.519432
0.126343,1.80086,-0.343400
0.126953,1.80956,-0.854245
0.127563,1.81826,-0.541914E-01
