Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  9.560
wind_speed_[m+1s-1]_=_  2.938
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,0.16606755402733689
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.198580E-02,0.835575E-02
0.122070E-02,0.397160E-02,0.142520
0.183105E-02,0.595740E-02,0.152363
0.244141E-02,0.794320E-02,-0.158426E-01
0.305176E-02,0.992900E-02,0.380186
0.366211E-02,0.119148E-01,0.375361E-01
0.427246E-02,0.139006E-01,0.156071
0.488281E-02,0.158864E-01,0.763854E-01
0.549316E-02,0.178722E-01,0.122689
0.610352E-02,0.198580E-01,0.597878E-01
0.671387E-02,0.218438E-01,0.744418
0.732422E-02,0.238296E-01,-0.561984E-01
0.793457E-02,0.258154E-01,0.897398E-01
0.854492E-02,0.278012E-01,0.670553E-01
0.915527E-02,0.297870E-01,0.113196
0.976562E-02,0.317728E-01,0.283459
0.103760E-01,0.337586E-01,0.161488
0.109863E-01,0.357444E-01,0.198049E-01
0.115967E-01,0.377302E-01,0.334932E-01
0.122070E-01,0.397160E-01,0.865707E-03
0.128174E-01,0.417018E-01,0.502417
0.134277E-01,0.436876E-01,0.115967
0.140381E-01,0.456734E-01,0.348590
0.146484E-01,0.476592E-01,0.402148
0.152588E-01,0.496450E-01,0.746930E-01
0.158691E-01,0.516308E-01,0.646270
0.164795E-01,0.536166E-01,0.213409
0.170898E-01,0.556024E-01,0.195822
0.177002E-01,0.575882E-01,0.321892
0.183105E-01,0.595740E-01,0.474399E-01
0.189209E-01,0.615598E-01,0.784152E-01
0.195312E-01,0.635456E-01,0.256686
0.201416E-01,0.655314E-01,0.144617
0.207520E-01,0.675172E-01,0.372389E-02
0.213623E-01,0.695030E-01,0.447403
0.219727E-01,0.714888E-01,0.155933E-01
0.225830E-01,0.734746E-01,-0.812003E-01
0.231934E-01,0.754604E-01,0.409832
0.238037E-01,0.774462E-01,0.965583E-01
0.244141E-01,0.794320E-01,0.750589E-01
0.250244E-01,0.814178E-01,0.141926
0.256348E-01,0.834036E-01,0.139526E-01
0.262451E-01,0.853894E-01,-0.782598E-01
0.268555E-01,0.873752E-01,0.491625
0.274658E-01,0.893610E-01,-0.993336E-01
0.280762E-01,0.913468E-01,0.536061
0.286865E-01,0.933326E-01,0.288093
0.292969E-01,0.953184E-01,0.665900E-01
0.299072E-01,0.973042E-01,-0.169082
0.305176E-01,0.992900E-01,-0.170539E-01
0.311279E-01,0.101276,0.210699
0.317383E-01,0.103262,-0.103723
0.323486E-01,0.105247,0.840250
0.329590E-01,0.107233,1.36575
0.335693E-01,0.109219,0.177148
0.341797E-01,0.111205,0.977023
0.347900E-01,0.113191,0.520999
0.354004E-01,0.115176,0.869229E-01
0.360107E-01,0.117162,0.213530
0.366211E-01,0.119148,0.937702E-01
0.372314E-01,0.121134,0.522817
0.378418E-01,0.123120,0.154397
0.384521E-01,0.125105,-0.222759E-01
0.390625E-01,0.127091,-0.343935E-01
0.396729E-01,0.129077,0.300224E-01
0.402832E-01,0.131063,-0.755620E-01
0.408936E-01,0.133049,0.933248E-01
0.415039E-01,0.135034,0.421929
0.421143E-01,0.137020,0.284246
0.427246E-01,0.139006,-0.857739E-01
0.433350E-01,0.140992,0.878461E-01
0.439453E-01,0.142978,0.565601
0.445557E-01,0.144963,0.133753
0.451660E-01,0.146949,0.147149
0.457764E-01,0.148935,0.303735E-02
0.463867E-01,0.150921,0.690653
0.469971E-01,0.152907,0.118140
0.476074E-01,0.154892,0.857672E-02
0.482178E-01,0.156878,0.366392
0.488281E-01,0.158864,0.413934
0.494385E-01,0.160850,0.111800
0.500488E-01,0.162836,0.448374
0.506592E-01,0.164821,-0.435727E-01
0.512695E-01,0.166807,0.147911
0.518799E-01,0.168793,0.346022
0.524902E-01,0.170779,0.241416E-01
0.531006E-01,0.172765,0.264760
0.537109E-01,0.174750,0.245780
0.543213E-01,0.176736,1.03471
0.549316E-01,0.178722,0.214172
0.555420E-01,0.180708,-0.436599E-02
0.561523E-01,0.182694,0.388150
0.567627E-01,0.184679,0.300171
0.573730E-01,0.186665,0.174074E-01
0.579834E-01,0.188651,-0.734809E-01
0.585938E-01,0.190637,-0.955958E-01
0.592041E-01,0.192623,0.557040E-01
0.598145E-01,0.194608,0.383888
0.604248E-01,0.196594,0.219679
0.610352E-01,0.198580,-0.876069E-01
0.616455E-01,0.200566,0.261681
0.622559E-01,0.202552,-0.688709E-01
0.628662E-01,0.204537,0.467011
0.634766E-01,0.206523,0.316161
0.640869E-01,0.208509,-0.172671
0.646973E-01,0.210495,0.881971E-01
0.653076E-01,0.212481,0.324552
0.659180E-01,0.214466,0.102552
0.665283E-01,0.216452,-0.607017E-01
0.671387E-01,0.218438,-0.968970E-03
0.677490E-01,0.220424,0.639522E-01
0.683594E-01,0.222410,-0.424336
0.689697E-01,0.224395,0.183605
0.695801E-01,0.226381,-0.597842E-01
0.701904E-01,0.228367,-0.804740E-01
0.708008E-01,0.230353,-0.186724
0.714111E-01,0.232339,0.514498E-01
0.720215E-01,0.234324,0.392275E-01
0.726318E-01,0.236310,-0.165381
0.732422E-01,0.238296,-0.722363E-01
0.738525E-01,0.240282,0.189077
0.744629E-01,0.242268,-0.426566
0.750732E-01,0.244253,-0.515902E-01
0.756836E-01,0.246239,0.767884
0.762939E-01,0.248225,-0.222585
0.769043E-01,0.250211,-0.184849E-01
0.775146E-01,0.252197,0.148263
0.781250E-01,0.254182,0.578143
0.787354E-01,0.256168,0.122027
0.793457E-01,0.258154,0.114342
0.799561E-01,0.260140,0.978641E-01
0.805664E-01,0.262126,-0.229882E-01
0.811768E-01,0.264111,0.107338E-01
0.817871E-01,0.266097,0.142125
0.823975E-01,0.268083,0.649566
0.830078E-01,0.270069,0.473045E-01
0.836182E-01,0.272055,0.434530
0.842285E-01,0.274040,0.488961E-01
0.848389E-01,0.276026,-0.463545E-01
0.854492E-01,0.278012,-0.450787E-02
0.860596E-01,0.279998,0.509410E-02
0.866699E-01,0.281984,-0.108424
0.872803E-01,0.283969,0.571976
0.878906E-01,0.285955,0.806181E-01
0.885010E-01,0.287941,0.255871
0.891113E-01,0.289927,-0.184325E-01
0.897217E-01,0.291913,0.185984
0.903320E-01,0.293898,-0.181663E-01
0.909424E-01,0.295884,0.446979
0.915527E-01,0.297870,-0.346539E-02
0.921631E-01,0.299856,0.185551
0.927734E-01,0.301842,0.319997E-01
0.933838E-01,0.303827,0.436740
0.939941E-01,0.305813,0.673171
0.946045E-01,0.307799,0.658027E-01
0.952148E-01,0.309785,0.178205
0.958252E-01,0.311771,0.414860
0.964355E-01,0.313756,0.374452E-01
0.970459E-01,0.315742,0.482897E-01
0.976562E-01,0.317728,-0.120797
0.982666E-01,0.319714,-0.913546E-01
0.988770E-01,0.321700,0.826887
0.994873E-01,0.323685,-0.217844E-01
0.100098,0.325671,0.244031
0.100708,0.327657,0.263644
0.101318,0.329643,0.476350E-03
0.101929,0.331629,0.204842
0.102539,0.333614,0.346414
0.103149,0.335600,0.123544
0.103760,0.337586,0.678274E-01
0.104370,0.339572,-0.686276E-01
0.104980,0.341558,0.108225
0.105591,0.343543,0.602031
0.106201,0.345529,0.204190
0.106812,0.347515,-0.871317E-01
0.107422,0.349501,0.398979
0.108032,0.351487,0.102621
0.108643,0.353472,0.232023
0.109253,0.355458,0.578555
0.109863,0.357444,-0.194621
0.110474,0.359430,0.340966
0.111084,0.361416,-0.184564E-01
0.111694,0.363401,0.270983
0.112305,0.365387,0.344606E-01
0.112915,0.367373,0.144444
0.113525,0.369359,0.379197E-01
0.114136,0.371345,0.213363E-01
0.114746,0.373330,0.171763
0.115356,0.375316,0.317082
0.115967,0.377302,0.424718
0.116577,0.379288,0.972968E-01
0.117188,0.381274,0.177026E-01
0.117798,0.383259,0.112471
0.118408,0.385245,0.539583E-01
0.119019,0.387231,-0.365530E-01
0.119629,0.389217,-0.100043E-01
0.120239,0.391203,0.415175E-01
0.120850,0.393188,-0.315164E-01
0.121460,0.395174,0.358229
0.122070,0.397160,0.108344
0.122681,0.399146,0.245296
0.123291,0.401132,0.219566
0.123901,0.403117,-0.870471E-04
0.124512,0.405103,0.816901E-01
0.125122,0.407089,0.207058E-01
0.125732,0.409075,-0.472659E-03
0.126343,0.411061,0.131774
0.126953,0.413046,-0.215648
0.127563,0.415032,0.108434
0.128174,0.417018,-0.105721
0.128784,0.419004,0.588419E-01
0.129395,0.420990,0.180985
0.130005,0.422975,0.858934
0.130615,0.424961,0.305071
0.131226,0.426947,0.469104
0.131836,0.428933,0.369081E-01
0.132446,0.430919,0.986428E-01
0.133057,0.432904,0.420387
0.133667,0.434890,-0.162496E-01
0.134277,0.436876,0.742296E-01
0.134888,0.438862,0.592553E-01
0.135498,0.440848,-0.135386
0.136108,0.442833,0.126658
0.136719,0.444819,0.385433
0.137329,0.446805,-0.197852E-01
0.137939,0.448791,-0.551740E-01
0.138550,0.450777,0.102617
0.139160,0.452762,0.974674E-01
0.139771,0.454748,-0.130316E-01
0.140381,0.456734,0.170066
0.140991,0.458720,0.447380
0.141602,0.460706,0.557269
0.142212,0.462691,-0.127316E-01
0.142822,0.464677,-0.909906E-01
0.143433,0.466663,-0.495330E-02
0.144043,0.468649,0.429045E-01
0.144653,0.470635,0.136824
0.145264,0.472620,0.322044
0.145874,0.474606,0.569441E-01
0.146484,0.476592,0.518831E-01
0.147095,0.478578,0.339612E-01
0.147705,0.480564,0.234770
0.148315,0.482549,0.175683
0.148926,0.484535,0.327736
0.149536,0.486521,0.164145
0.150146,0.488507,-0.663288E-01
0.150757,0.490493,-0.419169E-01
0.151367,0.492478,0.330154
0.151978,0.494464,0.112833
0.152588,0.496450,0.307970
0.153198,0.498436,-0.163371
0.153809,0.500421,-0.400221
0.154419,0.502407,-0.153708
0.155029,0.504393,0.179876E-01
0.155640,0.506379,0.311009
0.156250,0.508365,-0.268169E-01
0.156860,0.510350,0.523247E-01
0.157471,0.512336,0.223763
0.158081,0.514322,-0.899536E-01
0.158691,0.516308,0.414416
0.159302,0.518294,0.162504
0.159912,0.520279,0.114782
0.160522,0.522265,0.362074
0.161133,0.524251,0.233922
0.161743,0.526237,0.146300E-01
0.162354,0.528223,0.231901
0.162964,0.530208,0.586204E-01
0.163574,0.532194,0.213478E-01
0.164185,0.534180,-0.146211
0.164795,0.536166,0.114211
0.165405,0.538152,0.108163
0.166016,0.540137,-0.465485E-01
0.166626,0.542123,0.360322
0.167236,0.544109,0.171564
0.167847,0.546095,-0.111044E-02
0.168457,0.548081,-0.991166E-02
0.169067,0.550066,0.141254E-02
0.169678,0.552052,0.259974
0.170288,0.554038,0.120022
0.170898,0.556024,0.170007
0.171509,0.558010,0.519933
0.172119,0.559995,0.272969E-01
0.172729,0.561981,0.656542E-01
0.173340,0.563967,0.900788E-01
0.173950,0.565953,0.244039
0.174561,0.567939,-0.106562
0.175171,0.569924,-0.124778
0.175781,0.571910,0.357060
0.176392,0.573896,0.395356E-01
0.177002,0.575882,0.431895
0.177612,0.577868,-0.448119E-01
0.178223,0.579853,-0.542541E-01
0.178833,0.581839,0.247888
0.179443,0.583825,-0.264626
0.180054,0.585811,0.639481E-01
0.180664,0.587797,0.686686E-01
0.181274,0.589782,0.726808
0.181885,0.591768,0.226588E-01
0.182495,0.593754,0.397903E-01
0.183105,0.595740,0.140410
0.183716,0.597726,0.328872E-01
0.184326,0.599711,0.163807
0.184937,0.601697,0.126421
0.185547,0.603683,-0.160645
0.186157,0.605669,0.282626
0.186768,0.607655,-0.363161E-01
0.187378,0.609640,-0.587487E-02
0.187988,0.611626,0.821175E-01
0.188599,0.613612,0.222768
0.189209,0.615598,0.270352
0.189819,0.617584,-0.156626
0.190430,0.619569,0.367648
0.191040,0.621555,0.203274
0.191650,0.623541,0.483166
0.192261,0.625527,0.303405
0.192871,0.627513,-0.650250E-01
0.193481,0.629498,0.415069
0.194092,0.631484,-0.155669E-01
0.194702,0.633470,0.134725
0.195312,0.635456,-0.106901
0.195923,0.637442,-0.222522E-01
0.196533,0.639427,0.333270E-01
0.197144,0.641413,-0.271367
0.197754,0.643399,0.293872
0.198364,0.645385,0.217419
0.198975,0.647371,0.761067E-01
0.199585,0.649356,-0.334665
0.200195,0.651342,0.132477E-01
0.200806,0.653328,0.106360
0.201416,0.655314,0.837236E-01
0.202026,0.657300,0.179314
0.202637,0.659285,-0.756242E-01
0.203247,0.661271,0.146319
0.203857,0.663257,-0.166505E-01
0.204468,0.665243,0.551055E-01
0.205078,0.667229,0.382491
0.205688,0.669214,0.278654E-01
0.206299,0.671200,-0.400882E-01
0.206909,0.673186,0.788264
0.207520,0.675172,0.306328
0.208130,0.677158,0.146265E-03
0.208740,0.679143,0.485202E-01
0.209351,0.681129,0.140871
0.209961,0.683115,0.638890E-01
0.210571,0.685101,-0.101834
0.211182,0.687087,-0.145080
0.211792,0.689072,0.871975E-02
0.212402,0.691058,-0.314554
0.213013,0.693044,0.536875E-02
0.213623,0.695030,0.865613E-01
0.214233,0.697016,0.913263E-01
0.214844,0.699001,0.131250
0.215454,0.700987,-0.803215E-01
0.216064,0.702973,0.908549E-02
0.216675,0.704959,-0.186736E-01
0.217285,0.706945,0.202400
0.217896,0.708930,-0.804868E-01
0.218506,0.710916,0.164982
0.219116,0.712902,-0.252335E-01
0.219727,0.714888,0.122302
0.220337,0.716874,0.578085E-01
0.220947,0.718859,0.622568E-01
0.221558,0.720845,0.185255
0.222168,0.722831,0.397701
0.222778,0.724817,0.236050
0.223389,0.726803,0.250688
0.223999,0.728788,0.125795
0.224609,0.730774,0.399913
0.225220,0.732760,0.209070
0.225830,0.734746,-0.314500
0.226440,0.736732,0.389225E-01
0.227051,0.738717,0.268811
0.227661,0.740703,0.577471E-02
0.228271,0.742689,0.544375
0.228882,0.744675,0.954301E-01
0.229492,0.746661,0.270516
0.230103,0.748646,-0.293761
0.230713,0.750632,0.354758E-01
0.231323,0.752618,0.137267
0.231934,0.754604,0.718387E-01
0.232544,0.756590,0.479403E-01
0.233154,0.758575,0.427001E-01
0.233765,0.760561,-0.406812E-01
0.234375,0.762547,-0.334481E-01
0.234985,0.764533,-0.339646E-01
0.235596,0.766519,-0.233036E-01
0.236206,0.768504,-0.144366
0.236816,0.770490,0.108262
0.237427,0.772476,0.226229
0.238037,0.774462,0.546532E-01
0.238647,0.776448,0.311569
0.239258,0.778433,0.362408E-01
0.239868,0.780419,-0.238065
0.240479,0.782405,0.964696E-01
0.241089,0.784391,-0.220135E-02
0.241699,0.786377,0.488756E-01
0.242310,0.788362,0.242199
0.242920,0.790348,0.579832E-01
