Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  9.560
wind_speed_[m+1s-1]_=_  2.587
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,-5.5331110824210130E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.225552E-02,0.104622E-02
0.122070E-02,0.451104E-02,0.211147
0.183105E-02,0.676655E-02,0.128790
0.244141E-02,0.902207E-02,-0.112212
0.305176E-02,0.112776E-01,0.165168
0.366211E-02,0.135331E-01,0.476986
0.427246E-02,0.157886E-01,0.193357
0.488281E-02,0.180441E-01,1.34682
0.549316E-02,0.202997E-01,0.485853
0.610352E-02,0.225552E-01,0.672693E-01
0.671387E-02,0.248107E-01,0.294716E-01
0.732422E-02,0.270662E-01,0.893039E-01
0.793457E-02,0.293217E-01,0.607889
0.854492E-02,0.315773E-01,0.487136E-01
0.915527E-02,0.338328E-01,-0.191947
0.976562E-02,0.360883E-01,0.152790
0.103760E-01,0.383438E-01,0.345745
0.109863E-01,0.405993E-01,1.21393
0.115967E-01,0.428548E-01,-1.13394
0.122070E-01,0.451104E-01,-0.237540E-01
0.128174E-01,0.473659E-01,0.300772
0.134277E-01,0.496214E-01,-0.279770
0.140381E-01,0.518769E-01,0.951560
0.146484E-01,0.541324E-01,0.206738
0.152588E-01,0.563880E-01,0.522858
0.158691E-01,0.586435E-01,0.564629
0.164795E-01,0.608990E-01,0.631189
0.170898E-01,0.631545E-01,-1.28666
0.177002E-01,0.654100E-01,-0.613470
0.183105E-01,0.676655E-01,-0.147162
0.189209E-01,0.699211E-01,-0.470258
0.195312E-01,0.721766E-01,1.03750
0.201416E-01,0.744321E-01,1.86645
0.207520E-01,0.766876E-01,-0.545282
0.213623E-01,0.789431E-01,0.154034
0.219727E-01,0.811987E-01,-0.252131
0.225830E-01,0.834542E-01,2.39130
0.231934E-01,0.857097E-01,0.278320
0.238037E-01,0.879652E-01,0.556113
0.244141E-01,0.902207E-01,0.241725
0.250244E-01,0.924763E-01,-0.220018
0.256348E-01,0.947318E-01,-0.512997E-01
0.262451E-01,0.969873E-01,0.155983
0.268555E-01,0.992428E-01,0.283080
0.274658E-01,0.101498,-0.388353
0.280762E-01,0.103754,0.401424
0.286865E-01,0.106009,0.774341
0.292969E-01,0.108265,0.762971E-01
0.299072E-01,0.110520,-0.435221
0.305176E-01,0.112776,0.356585E-01
0.311279E-01,0.115031,-0.439008E-01
0.317383E-01,0.117287,0.423946E-01
0.323486E-01,0.119542,0.685036
0.329590E-01,0.121798,0.569647
0.335693E-01,0.124054,0.382970
0.341797E-01,0.126309,-0.393300
0.347900E-01,0.128565,0.450570
0.354004E-01,0.130820,0.479082
0.360107E-01,0.133076,2.18799
0.366211E-01,0.135331,0.522745
0.372314E-01,0.137587,-2.24490
0.378418E-01,0.139842,0.514703
0.384521E-01,0.142098,-0.724643
0.390625E-01,0.144353,-0.219133
0.396729E-01,0.146609,-0.223545
0.402832E-01,0.148864,-0.896856
0.408936E-01,0.151120,0.388025
0.415039E-01,0.153375,-0.723569
0.421143E-01,0.155631,-0.672934
0.427246E-01,0.157886,0.474247E-01
0.433350E-01,0.160142,0.110280
0.439453E-01,0.162397,-0.397520
0.445557E-01,0.164653,0.797655
0.451660E-01,0.166908,-0.140554
0.457764E-01,0.169164,-0.263654
0.463867E-01,0.171419,0.352148
0.469971E-01,0.173675,0.448676
0.476074E-01,0.175930,0.413421
0.482178E-01,0.178186,-0.792045
0.488281E-01,0.180441,0.357276E-01
0.494385E-01,0.182697,-0.971111
0.500488E-01,0.184953,1.25497
0.506592E-01,0.187208,0.417932
0.512695E-01,0.189464,-0.877067
0.518799E-01,0.191719,0.600912
0.524902E-01,0.193975,-0.926091
0.531006E-01,0.196230,1.47543
0.537109E-01,0.198486,-0.843269
0.543213E-01,0.200741,-0.210249E-01
0.549316E-01,0.202997,-0.260456E-02
0.555420E-01,0.205252,0.396117E-01
0.561523E-01,0.207508,1.78588
0.567627E-01,0.209763,1.41044
0.573730E-01,0.212019,0.142585
0.579834E-01,0.214274,0.360413
0.585938E-01,0.216530,0.345908
0.592041E-01,0.218785,0.317735
0.598145E-01,0.221041,-1.04803
0.604248E-01,0.223296,-0.101085
0.610352E-01,0.225552,0.140617
0.616455E-01,0.227807,0.357256E-01
0.622559E-01,0.230063,-1.31206
0.628662E-01,0.232318,1.58325
0.634766E-01,0.234574,1.69895
0.640869E-01,0.236829,0.172966
0.646973E-01,0.239085,-0.531642
0.653076E-01,0.241340,-0.346904
0.659180E-01,0.243596,-0.502800E-01
0.665283E-01,0.245851,-0.467608
0.671387E-01,0.248107,-1.92942
0.677490E-01,0.250363,1.39824
0.683594E-01,0.252618,0.147117
0.689697E-01,0.254874,-0.632589
0.695801E-01,0.257129,-0.526595
0.701904E-01,0.259385,-2.03030
0.708008E-01,0.261640,0.674575E-01
0.714111E-01,0.263896,-0.351308
0.720215E-01,0.266151,1.28874
0.726318E-01,0.268407,2.06790
0.732422E-01,0.270662,-0.886590
0.738525E-01,0.272918,0.190536E-01
0.744629E-01,0.275173,0.531759
0.750732E-01,0.277429,-0.597194
0.756836E-01,0.279684,-0.139569
0.762939E-01,0.281940,0.622422
0.769043E-01,0.284195,0.288692E-01
0.775146E-01,0.286451,-0.746707
0.781250E-01,0.288706,0.328612
0.787354E-01,0.290962,0.266389
0.793457E-01,0.293217,-1.08575
0.799561E-01,0.295473,-0.130176
0.805664E-01,0.297728,-0.434859
0.811768E-01,0.299984,0.711406
0.817871E-01,0.302239,0.526528
0.823975E-01,0.304495,-0.223746
0.830078E-01,0.306750,-1.18998
0.836182E-01,0.309006,-0.101145
0.842285E-01,0.311262,-0.537077
0.848389E-01,0.313517,-0.718367
0.854492E-01,0.315773,0.710945E-01
0.860596E-01,0.318028,0.680011E-01
0.866699E-01,0.320284,-0.213252
0.872803E-01,0.322539,-0.344209
0.878906E-01,0.324795,-0.406112
0.885010E-01,0.327050,0.871630E-01
0.891113E-01,0.329306,0.165303
0.897217E-01,0.331561,1.99620
0.903320E-01,0.333817,1.31999
0.909424E-01,0.336072,0.534430
0.915527E-01,0.338328,-0.805762
0.921631E-01,0.340583,-0.396812
0.927734E-01,0.342839,0.675504
0.933838E-01,0.345094,-0.272170
0.939941E-01,0.347350,-1.41437
0.946045E-01,0.349605,0.543062
0.952148E-01,0.351861,0.331205
0.958252E-01,0.354116,-1.55372
0.964355E-01,0.356372,0.209559
0.970459E-01,0.358627,0.839455
0.976562E-01,0.360883,1.21474
0.982666E-01,0.363138,-0.304029
0.988770E-01,0.365394,-0.276411
0.994873E-01,0.367649,-0.210863
0.100098,0.369905,-0.570639
0.100708,0.372161,3.46941
0.101318,0.374416,0.224813E-01
0.101929,0.376672,1.32796
0.102539,0.378927,-2.82345
0.103149,0.381183,-0.803733
0.103760,0.383438,-0.597136
0.104370,0.385694,-0.210478
0.104980,0.387949,-1.50521
0.105591,0.390205,-0.260182
0.106201,0.392460,0.286857
0.106812,0.394716,0.891282
0.107422,0.396971,0.457178
0.108032,0.399227,0.262198
0.108643,0.401482,-1.60659
0.109253,0.403738,-0.934125
0.109863,0.405993,0.510087
0.110474,0.408249,-0.930087
0.111084,0.410504,-1.36260
0.111694,0.412760,-0.793054E-01
0.112305,0.415015,0.602617E-01
0.112915,0.417271,0.112871
0.113525,0.419526,-0.213845
0.114136,0.421782,-0.248066E-01
0.114746,0.424037,0.721834
0.115356,0.426293,-0.681958
0.115967,0.428548,0.707888
0.116577,0.430804,-0.183011E-01
0.117188,0.433060,0.309383
0.117798,0.435315,0.229744
0.118408,0.437571,-0.518943
0.119019,0.439826,-0.984794
0.119629,0.442082,2.48671
0.120239,0.444337,0.373862
0.120850,0.446593,-0.556147
0.121460,0.448848,0.666145
0.122070,0.451104,-0.108079
0.122681,0.453359,-0.117924
0.123291,0.455615,0.159004
0.123901,0.457870,0.517817
0.124512,0.460126,2.45338
0.125122,0.462381,0.502367
0.125732,0.464637,-0.174406
0.126343,0.466892,0.620134
0.126953,0.469148,0.972204E-01
0.127563,0.471403,0.402679
0.128174,0.473659,-0.365862E-01
0.128784,0.475914,0.967022
0.129395,0.478170,-0.629002E-01
0.130005,0.480425,0.914771
0.130615,0.482681,1.61271
0.131226,0.484936,-0.492030E-01
0.131836,0.487192,-0.796394
0.132446,0.489447,0.976822
0.133057,0.491703,-0.381105
0.133667,0.493959,-0.750659
0.134277,0.496214,0.662530
0.134888,0.498470,0.411999
0.135498,0.500725,0.463240E-01
0.136108,0.502981,-1.82042
0.136719,0.505236,0.240501
0.137329,0.507492,-0.661727E-01
0.137939,0.509747,0.541790
0.138550,0.512003,0.110276
0.139160,0.514258,-0.241015
0.139771,0.516514,-0.285774E-01
0.140381,0.518769,0.259617
0.140991,0.521025,0.373189
0.141602,0.523280,0.576291
0.142212,0.525536,-1.35904
0.142822,0.527791,0.850908
0.143433,0.530047,-0.660864E-03
0.144043,0.532302,0.587822
0.144653,0.534558,-1.16201
0.145264,0.536813,0.423858
0.145874,0.539069,2.41214
0.146484,0.541324,0.155176
0.147095,0.543580,-0.932249
0.147705,0.545835,0.264451
0.148315,0.548091,-0.811688
0.148926,0.550346,0.805794E-01
0.149536,0.552602,-0.239426
0.150146,0.554858,-0.388538
0.150757,0.557113,0.242193
0.151367,0.559369,-0.291887E-01
0.151978,0.561624,-1.68009
0.152588,0.563880,-0.413362
0.153198,0.566135,-0.550250E-01
0.153809,0.568391,0.122024E-02
0.154419,0.570646,-0.977444E-02
0.155029,0.572902,-1.86648
0.155640,0.575157,0.155634
0.156250,0.577413,-0.918342
0.156860,0.579668,0.810251
0.157471,0.581924,0.397454
0.158081,0.584179,0.919892
0.158691,0.586435,0.390609E-01
0.159302,0.588690,-0.424060
0.159912,0.590946,-0.460727
0.160522,0.593201,0.312771
0.161133,0.595457,-0.646636
0.161743,0.597712,-0.281501
0.162354,0.599968,-0.122098
0.162964,0.602223,0.770904
0.163574,0.604479,0.863475
0.164185,0.606734,-0.321598E-01
0.164795,0.608990,-0.585825
0.165405,0.611245,0.834312
0.166016,0.613501,-0.234340
0.166626,0.615756,-0.464959E-01
0.167236,0.618012,-0.327854
0.167847,0.620268,2.10737
0.168457,0.622523,-0.530594
0.169067,0.624779,-0.751929
0.169678,0.627034,0.537106
0.170288,0.629290,3.09962
0.170898,0.631545,-0.554810
0.171509,0.633801,0.429283
0.172119,0.636056,0.145034
0.172729,0.638312,-0.649958
0.173340,0.640567,-1.02637
0.173950,0.642823,0.104146
0.174561,0.645078,-0.212596
0.175171,0.647334,0.117748
0.175781,0.649589,1.92796
0.176392,0.651845,0.131269
0.177002,0.654100,0.501221
0.177612,0.656356,0.398812
0.178223,0.658611,0.286686
