Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  9.560
wind_speed_[m+1s-1]_=_  0.309
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,-6.4395462638727264E-004
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.188786E-01,0.672779E-01
0.122070E-02,0.377572E-01,1.21418
0.183105E-02,0.566357E-01,0.897793E-02
0.244141E-02,0.755143E-01,-0.772152E-01
0.305176E-02,0.943929E-01,1.07057
0.366211E-02,0.113271,-0.127816
0.427246E-02,0.132150,-0.110885
0.488281E-02,0.151029,0.913557
0.549316E-02,0.169907,0.384492
0.610352E-02,0.188786,-0.154033
0.671387E-02,0.207664,0.175428
0.732422E-02,0.226543,-0.108415
0.793457E-02,0.245421,0.581164E-01
0.854492E-02,0.264300,0.317870
0.915527E-02,0.283179,0.158479
0.976562E-02,0.302057,0.939010
0.103760E-01,0.320936,0.139022
0.109863E-01,0.339814,-1.69745
0.115967E-01,0.358693,0.335626
0.122070E-01,0.377572,0.367769
0.128174E-01,0.396450,0.368163
0.134277E-01,0.415329,-0.483965E-01
0.140381E-01,0.434207,-0.457675
0.146484E-01,0.453086,-0.673415
0.152588E-01,0.471964,0.174199
0.158691E-01,0.490843,0.936152E-01
0.164795E-01,0.509722,0.438078
0.170898E-01,0.528600,-0.708185E-01
0.177002E-01,0.547479,-0.678530
0.183105E-01,0.566357,-0.325565
0.189209E-01,0.585236,-0.519075
0.195312E-01,0.604114,-0.624562
0.201416E-01,0.622993,0.695089
0.207520E-01,0.641872,-0.112047
0.213623E-01,0.660750,-0.235662
0.219727E-01,0.679629,-0.216881
0.225830E-01,0.698507,0.166139
0.231934E-01,0.717386,0.217668E-01
0.238037E-01,0.736264,-0.323889E-01
0.244141E-01,0.755143,1.11422
0.250244E-01,0.774022,0.171296
0.256348E-01,0.792900,-0.303576
0.262451E-01,0.811779,-0.136669
0.268555E-01,0.830657,-0.531794
0.274658E-01,0.849536,-0.248151
0.280762E-01,0.868414,-0.776746E-01
0.286865E-01,0.887293,0.249026
0.292969E-01,0.906172,0.480726
0.299072E-01,0.925050,0.175668
0.305176E-01,0.943929,0.107136
0.311279E-01,0.962807,-0.371920
0.317383E-01,0.981686,-0.254286
0.323486E-01,1.00056,0.700123E-01
0.329590E-01,1.01944,0.185589
0.335693E-01,1.03832,0.250054
0.341797E-01,1.05720,-0.140860
0.347900E-01,1.07608,-0.754362E-01
0.354004E-01,1.09496,-0.183677E-01
0.360107E-01,1.11384,0.109911
0.366211E-01,1.13271,0.166324
0.372314E-01,1.15159,-0.448132E-01
0.378418E-01,1.17047,-0.127440
0.384521E-01,1.18935,0.190102
0.390625E-01,1.20823,0.871042E-01
0.396729E-01,1.22711,-0.297228
0.402832E-01,1.24599,-0.139895
0.408936E-01,1.26486,0.817859E-01
0.415039E-01,1.28374,-0.871352E-01
0.421143E-01,1.30262,-0.387184E-01
0.427246E-01,1.32150,-0.108853E-02
0.433350E-01,1.34038,-0.804000E-02
0.439453E-01,1.35926,0.110826
0.445557E-01,1.37814,-0.145651E-01
0.451660E-01,1.39701,-0.869744E-01
0.457764E-01,1.41589,-0.160812
0.463867E-01,1.43477,-0.795640E-01
0.469971E-01,1.45365,-0.195356
0.476074E-01,1.47253,-0.328420E-01
0.482178E-01,1.49141,-0.173517
0.488281E-01,1.51029,0.713447E-02
0.494385E-01,1.52916,-0.183294E-01
0.500488E-01,1.54804,0.109814E-01
0.506592E-01,1.56692,0.148569E-01
0.512695E-01,1.58580,-0.814555E-01
0.518799E-01,1.60468,0.108624E-01
0.524902E-01,1.62356,-0.206317
0.531006E-01,1.64244,-0.118185
0.537109E-01,1.66131,-0.613458E-01
0.543213E-01,1.68019,0.160870
0.549316E-01,1.69907,0.740202E-01
0.555420E-01,1.71795,-0.324033
0.561523E-01,1.73683,-0.101106
0.567627E-01,1.75571,0.225730
0.573730E-01,1.77459,-0.100540E-01
0.579834E-01,1.79346,-0.227997E-01
0.585938E-01,1.81234,-0.957457E-01
0.592041E-01,1.83122,0.398506E-02
0.598145E-01,1.85010,0.310033E-01
0.604248E-01,1.86898,0.697775E-01
0.610352E-01,1.88786,0.172182E-01
0.616455E-01,1.90674,0.187265
0.622559E-01,1.92561,0.333160E-01
0.628662E-01,1.94449,0.368747E-01
0.634766E-01,1.96337,0.137229
0.640869E-01,1.98225,-0.328421E-01
0.646973E-01,2.00113,0.478644E-01
0.653076E-01,2.02001,-0.114260
0.659180E-01,2.03889,-0.162553
0.665283E-01,2.05776,0.463326E-02
0.671387E-01,2.07664,0.349238E-01
0.677490E-01,2.09552,0.720740E-01
0.683594E-01,2.11440,0.254881
0.689697E-01,2.13328,0.208117E-01
0.695801E-01,2.15216,0.581318E-01
0.701904E-01,2.17104,0.119715
0.708008E-01,2.18991,-0.140166
0.714111E-01,2.20879,0.571255E-01
0.720215E-01,2.22767,0.912741E-01
0.726318E-01,2.24655,0.111473
0.732422E-01,2.26543,-0.598796E-01
0.738525E-01,2.28431,0.306259
0.744629E-01,2.30319,0.195194
0.750732E-01,2.32206,0.897811E-01
0.756836E-01,2.34094,-0.104619E-01
0.762939E-01,2.35982,0.232966E-01
0.769043E-01,2.37870,0.250049E-01
0.775146E-01,2.39758,-0.338905E-01
0.781250E-01,2.41646,-0.804895E-02
0.787354E-01,2.43534,-0.178941E-01
0.793457E-01,2.45421,-0.378960E-02
0.799561E-01,2.47309,0.697137E-01
0.805664E-01,2.49197,-0.532218E-01
0.811768E-01,2.51085,0.116164
0.817871E-01,2.52973,-0.230061
0.823975E-01,2.54861,-0.110817
0.830078E-01,2.56749,0.402461
0.836182E-01,2.58636,-0.411733E-01
0.842285E-01,2.60524,0.441331E-02
0.848389E-01,2.62412,0.909606E-01
0.854492E-01,2.64300,-0.196302
0.860596E-01,2.66188,-0.103430
0.866699E-01,2.68076,-0.101576
0.872803E-01,2.69964,0.476204E-01
0.878906E-01,2.71851,-0.242430E-01
0.885010E-01,2.73739,0.135678
0.891113E-01,2.75627,-0.805704E-01
0.897217E-01,2.77515,-0.251819E-01
0.903320E-01,2.79403,-0.692340E-02
0.909424E-01,2.81291,-0.690812E-01
0.915527E-01,2.83179,0.689990E-02
0.921631E-01,2.85066,0.652986E-01
