first_statistics:_on_raw_data
filename,date,time,DOY,n_samples,mean(air_p),st_dev(air_p),skw(air_p),kur(air_p),mean(air_p),st_dev(air_p),skw(air_p),kur(air_p)
LostCreek_ts_data_2020_06_21_1800.dat,2020-06-21,18:30,173.7707,18000,94.8939,0.935496E-02,0.143349,2.19346,95.1280,0.928442E-02,-0.315061,2.53661
LostCreek_ts_data_2020_06_21_1830.dat,2020-06-21,19:00,173.7915,17998,94.8759,0.518317E-02,-0.493583,1.94977,95.1085,0.520417E-02,-0.553502,4.30608
LostCreek_ts_data_2020_06_21_1900.dat,2020-06-21,19:30,173.8123,18000,94.8657,0.742167E-02,-0.422662,3.15216,95.0972,0.698688E-02,-0.159558,3.49139
LostCreek_ts_data_2020_06_21_1930.dat,2020-06-21,20:00,173.8332,18000,94.8312,0.146987E-01,0.722953,2.29890,95.0664,0.125034E-01,0.438545,2.25769
LostCreek_ts_data_2020_06_21_2000.dat,2020-06-21,20:30,173.8540,17997,94.7969,0.191661E-01,-0.715771E-01,2.00782,95.0307,0.197484E-01,-0.141374,2.19658
LostCreek_ts_data_2020_06_21_2030.dat,2020-06-21,21:00,173.8748,18000,94.7466,0.104710E-01,-0.183138,1.99594,94.9799,0.109775E-01,-0.339175E-01,2.18891
LostCreek_ts_data_2020_06_21_2100.dat,2020-06-21,21:30,173.8956,17986,94.7701,0.637417E-02,0.215976E-01,2.97049,95.0061,0.663211E-02,-0.129982,2.86941
LostCreek_ts_data_2020_06_21_2130.dat,2020-06-21,22:00,173.9165,18000,94.7797,0.310170E-01,1.28086,3.80327,95.0270,0.463918E-01,1.02036,2.67848
LostCreek_ts_data_2020_06_21_2200.dat,2020-06-21,22:30,173.9373,17998,94.7920,0.330549E-01,-0.323542,1.77250,95.0173,0.549166E-01,0.625706,1.77570
LostCreek_ts_data_2020_06_21_2230.dat,2020-06-21,23:00,173.9581,18000,94.7956,0.201655E-01,-0.219521,1.97361,95.0303,0.199801E-01,-0.131908,1.89723
LostCreek_ts_data_2020_06_21_2300.dat,2020-06-21,23:30,173.9790,17988,94.8263,0.120856E-01,0.483019,3.35896,95.0621,0.122566E-01,0.664461E-01,3.56655
LostCreek_ts_data_2020_06_21_2330.dat,2020-06-22,00:00,174.0000,18000,94.7552,0.167297E-01,0.225995,2.26856,94.9898,0.178648E-01,0.134138,2.02436
LostCreek_ts_data_2020_06_22_0000.dat,2020-06-22,00:30,174.0208,17993,94.7660,0.114118E-01,-0.191284E-01,1.85143,95.0001,0.126236E-01,-0.133331,1.95750
LostCreek_ts_data_2020_06_22_0030.dat,2020-06-22,01:00,174.0416,18000,94.8118,0.209766E-01,0.751320E-01,2.55402,95.0448,0.207501E-01,0.165074,2.43079
LostCreek_ts_data_2020_06_22_0100.dat,2020-06-22,01:30,174.0624,18000,94.9080,0.124845E-01,-1.09770,4.84020,95.1398,0.120133E-01,-1.11366,5.26860
LostCreek_ts_data_2020_06_22_0130.dat,2020-06-22,02:00,174.0833,17991,94.8784,0.896623E-02,0.269789,1.93957,95.1112,0.111011E-01,0.498771,1.87746
LostCreek_ts_data_2020_06_22_0200.dat,2020-06-22,02:30,174.1041,17998,94.8691,0.509310E-02,-0.150446,3.69589,95.1007,0.514358E-02,0.998341E-01,3.69147
LostCreek_ts_data_2020_06_22_0230.dat,2020-06-22,03:00,174.1249,18000,94.8422,0.131815E-01,-0.392203,2.10547,95.0762,0.123774E-01,-0.597524,2.32553
LostCreek_ts_data_2020_06_22_0300.dat,2020-06-22,03:30,174.1458,18000,94.8193,0.268297E-02,-2.90171,11.3485,95.0523,0.486519E-02,0.469224,2.89697
LostCreek_ts_data_2020_06_22_0330.dat,2020-06-22,04:00,174.1666,17999,94.8244,0.517538E-02,0.419396,1.70580,95.0596,0.486556E-02,-0.122190,4.22372
LostCreek_ts_data_2020_06_22_0400.dat,2020-06-22,04:30,174.1874,17994,94.8254,0.665569E-02,0.677230,2.59937,95.0597,0.798030E-02,-0.593463E-01,1.82238
LostCreek_ts_data_2020_06_22_0430.dat,2020-06-22,05:00,174.2083,17998,94.8288,0.707281E-02,0.178645,2.00097,95.0623,0.621588E-02,-0.204243,2.40216
not_enough_data,2020-06-22,05:30,174.229,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
LostCreek_ts_data_2020_06_22_0530.dat,2020-06-22,06:00,174.2499,18000,94.8302,0.862671E-02,-0.323911E-01,1.35594,95.0639,0.810524E-02,-0.711713,2.08765
LostCreek_ts_data_2020_06_22_0600.dat,2020-06-22,06:30,174.2707,18000,94.8311,0.696737E-02,-0.746279E-01,2.22420,95.0644,0.585600E-02,0.657445,2.78562
LostCreek_ts_data_2020_06_22_0630.dat,2020-06-22,07:00,174.2916,17999,94.8227,0.451754E-02,0.950227,2.25387,95.0560,0.495277E-02,-0.428857,1.37518
LostCreek_ts_data_2020_06_22_0700.dat,2020-06-22,07:30,174.3124,18000,94.8120,0.524602E-02,0.188834,2.95827,95.0414,0.448193E-02,0.577511,4.16921
LostCreek_ts_data_2020_06_22_0730.dat,2020-06-22,08:00,174.3332,17996,94.8302,0.795388E-02,-0.147499,1.95023,95.0631,0.825089E-02,-0.694706,2.09726
LostCreek_ts_data_2020_06_22_0800.dat,2020-06-22,08:30,174.3541,17998,94.8464,0.718934E-02,-0.310376E-01,2.71399,95.0779,0.665756E-02,0.174395,2.38592
LostCreek_ts_data_2020_06_22_0830.dat,2020-06-22,09:00,174.3749,17995,94.8598,0.568410E-02,0.758372E-02,3.27642,95.0913,0.574988E-02,0.791862E-01,3.08781
LostCreek_ts_data_2020_06_22_0900.dat,2020-06-22,09:30,174.3957,18000,94.8514,0.974924E-02,0.167331,2.02699,95.0848,0.105610E-01,-0.262765E-01,1.78678
LostCreek_ts_data_2020_06_22_0930.dat,2020-06-22,10:00,174.4165,18000,94.8368,0.609194E-02,0.286153,2.40001,95.0707,0.551358E-02,0.414750E-01,3.25963
LostCreek_ts_data_2020_06_22_1000.dat,2020-06-22,10:30,174.4374,17994,94.8624,0.772162E-02,0.124118,2.56788,95.0939,0.735719E-02,0.212212,2.79484
LostCreek_ts_data_2020_06_22_1030.dat,2020-06-22,11:00,174.4582,18000,94.8709,0.317189E-02,1.99220,7.97603,95.1018,0.387549E-02,1.60296,3.77391
LostCreek_ts_data_2020_06_22_1100.dat,2020-06-22,11:30,174.4790,17998,94.8812,0.739047E-02,-0.189480,1.98091,95.1137,0.809150E-02,-0.198299,2.32707
LostCreek_ts_data_2020_06_22_1130.dat,2020-06-22,12:00,174.4999,17988,94.8930,0.680831E-02,-0.459364,2.18907,95.1266,0.484398E-02,-0.767107,1.89620
LostCreek_ts_data_2020_06_22_1200.dat,2020-06-22,12:30,174.5207,18000,94.8912,0.103653E-01,0.148357,1.54735,95.1234,0.879817E-02,-0.175958,2.07623
LostCreek_ts_data_2020_06_22_1230.dat,2020-06-22,13:00,174.5415,18000,94.9065,0.488103E-02,-0.499253,1.63701,95.1378,0.415893E-02,-1.32963,2.82721
LostCreek_ts_data_2020_06_22_1300.dat,2020-06-22,13:30,174.5624,17986,94.9279,0.108466E-01,-0.192795,1.84093,95.1583,0.109463E-01,-0.555027E-01,1.85549
LostCreek_ts_data_2020_06_22_1330.dat,2020-06-22,14:00,174.5832,18000,94.9518,0.641708E-02,-0.132431,2.44566,95.1839,0.514439E-02,0.154875,1.69938
LostCreek_ts_data_2020_06_22_1400.dat,2020-06-22,14:30,174.6040,18000,94.9760,0.629163E-02,-0.691556E-01,2.78944,95.2046,0.592448E-02,-0.540298,2.42228
LostCreek_ts_data_2020_06_22_1430.dat,2020-06-22,15:00,174.6249,18000,94.9832,0.536756E-02,0.185920,2.42893,95.2113,0.393623E-02,1.13336,4.95886
LostCreek_ts_data_2020_06_22_1500.dat,2020-06-22,15:30,174.6457,17997,94.9858,0.827565E-02,-0.499095,2.61307,95.2133,0.762559E-02,-0.611944,2.12347
LostCreek_ts_data_2020_06_22_1530.dat,2020-06-22,16:00,174.6665,17993,94.9848,0.644688E-02,-0.657116,2.81138,95.2103,0.527448E-02,0.391495E-02,3.70727
LostCreek_ts_data_2020_06_22_1600.dat,2020-06-22,16:30,174.6873,18000,94.9820,0.578841E-02,-0.488176E-01,2.78335,95.2090,0.352947E-02,-1.37219,6.71021
LostCreek_ts_data_2020_06_22_1630.dat,2020-06-22,17:00,174.7082,17996,94.9817,0.682066E-02,-0.211433,2.19723,95.2083,0.578470E-02,-0.849809E-01,3.02234
LostCreek_ts_data_2020_06_22_1700.dat,2020-06-22,17:30,174.7290,18000,94.9627,0.540307E-02,0.126593,2.60897,95.1937,0.531257E-02,0.327406E-01,1.99502
LostCreek_ts_data_2020_06_22_1730.dat,2020-06-22,18:00,174.7498,17993,94.9670,0.500568E-02,-0.422741,2.30848,95.1975,0.447104E-02,-0.984285,2.59679
LostCreek_ts_data_2020_06_22_1800.dat,2020-06-22,18:30,174.7707,18000,94.9658,0.765684E-02,-0.489405,2.83672,95.1975,0.769744E-02,-0.609214,4.03563
LostCreek_ts_data_2020_06_22_1830.dat,2020-06-22,19:00,174.7915,17998,94.9411,0.798212E-02,0.255822,2.50277,95.1694,0.960274E-02,0.523002,2.33606
LostCreek_ts_data_2020_06_22_1900.dat,2020-06-22,19:30,174.8123,18000,94.9267,0.857054E-02,0.687062E-01,2.20680,95.1581,0.728056E-02,0.279578,1.96968
LostCreek_ts_data_2020_06_22_1930.dat,2020-06-22,20:00,174.8332,17991,94.9212,0.559138E-02,0.590333E-01,3.09691,95.1509,0.419731E-02,0.533830,5.33648
LostCreek_ts_data_2020_06_22_2000.dat,2020-06-22,20:30,174.8540,18000,94.9283,0.679329E-02,0.145499,2.30422,95.1568,0.613847E-02,0.160493,2.53662
LostCreek_ts_data_2020_06_22_2030.dat,2020-06-22,21:00,174.8748,17959,94.9240,0.584713E-02,-0.213550,2.44549,95.1513,0.454413E-02,0.483009,4.24648
LostCreek_ts_data_2020_06_22_2100.dat,2020-06-22,21:30,174.8956,17996,94.9109,0.873107E-02,0.280047,2.56444,95.1404,0.601480E-02,-0.403884E-01,2.86099
LostCreek_ts_data_2020_06_22_2130.dat,2020-06-22,22:00,174.9165,17997,94.9143,0.160777E-01,-0.852108,3.08980,95.1358,0.539242E-02,-0.781878,2.59536
LostCreek_ts_data_2020_06_22_2200.dat,2020-06-22,22:30,174.9373,17995,94.8981,0.114919E-01,0.140509E-02,5.41956,95.1328,0.538920E-02,0.802071E-01,2.59028
LostCreek_ts_data_2020_06_22_2230.dat,2020-06-22,23:00,174.9581,18000,94.8924,0.506001E-02,0.866131,3.93603,95.1272,0.453954E-02,-0.975046,2.04422
LostCreek_ts_data_2020_06_22_2300.dat,2020-06-22,23:30,174.9790,17998,94.8986,0.622439E-02,0.949355E-01,2.56781,95.1309,0.478887E-02,0.202660,4.29985
LostCreek_ts_data_2020_06_22_2330.dat,2020-06-23,00:00,175.0000,17992,94.9142,0.517343E-02,0.668075E-01,1.61327,95.1461,0.506024E-02,-0.677452,1.96873
LostCreek_ts_data_2020_06_23_0000.dat,2020-06-23,00:30,175.0208,18000,94.9033,0.480562E-02,0.619921,1.69085,95.1367,0.492900E-02,-0.456135,1.86088
LostCreek_ts_data_2020_06_23_0030.dat,2020-06-23,01:00,175.0416,18000,94.8932,0.680915E-02,-0.170738,2.54038,95.1257,0.648717E-02,0.199984,2.66765
LostCreek_ts_data_2020_06_23_0100.dat,2020-06-23,01:30,175.0624,17987,94.8993,0.803531E-02,0.192540,2.14717,95.1333,0.839019E-02,-0.240969,2.13337
LostCreek_ts_data_2020_06_23_0130.dat,2020-06-23,02:00,175.0833,18000,94.9118,0.449214E-02,0.716402,3.66189,95.1452,0.507637E-02,-0.170590,1.26030
LostCreek_ts_data_2020_06_23_0200.dat,2020-06-23,02:30,175.1041,17998,94.9248,0.132885E-01,-0.474399,1.89932,95.1568,0.123140E-01,-0.372441,1.58699
LostCreek_ts_data_2020_06_23_0230.dat,2020-06-23,03:00,175.1249,17997,94.9355,0.513276E-02,-0.348047,1.54837,95.1667,0.544537E-02,-0.714568E-01,2.35370
LostCreek_ts_data_2020_06_23_0300.dat,2020-06-23,03:30,175.1458,18000,94.9370,0.463295E-02,-0.909086,1.99732,95.1677,0.516304E-02,-0.252383,2.81395
LostCreek_ts_data_2020_06_23_0330.dat,2020-06-23,04:00,175.1666,17997,94.9357,0.495014E-02,-0.296291,1.09538,95.1672,0.447692E-02,-0.995184,1.99593
LostCreek_ts_data_2020_06_23_0400.dat,2020-06-23,04:30,175.1874,17993,94.9212,0.561631E-02,0.425906E-01,3.22745,95.1518,0.531513E-02,0.152688,3.08017
LostCreek_ts_data_2020_06_23_0430.dat,2020-06-23,05:00,175.2083,18000,94.9011,0.378401E-02,1.11377,5.79094,95.1332,0.472293E-02,0.690142,1.69917
LostCreek_ts_data_2020_06_23_0500.dat,2020-06-23,05:30,175.2291,17987,94.8827,0.897789E-02,-0.917461E-01,2.26899,95.1152,0.102697E-01,-0.152939,1.92785
LostCreek_ts_data_2020_06_23_0530.dat,2020-06-23,06:00,175.2499,17999,94.8609,0.390362E-02,0.843039,5.77353,95.0921,0.422593E-02,1.17878,3.07457
LostCreek_ts_data_2020_06_23_0600.dat,2020-06-23,06:30,175.2707,18000,94.8438,0.101963E-01,0.201065,1.97286,95.0759,0.978253E-02,-0.704364E-01,1.99485
LostCreek_ts_data_2020_06_23_0630.dat,2020-06-23,07:00,175.2916,18000,94.8225,0.525396E-02,0.269805,2.83231,95.0564,0.580400E-02,-1.03569,3.56175
LostCreek_ts_data_2020_06_23_0700.dat,2020-06-23,07:30,175.3124,18000,94.8082,0.515030E-02,-0.223663,3.17062,95.0389,0.370199E-02,-1.26998,5.87697
LostCreek_ts_data_2020_06_23_0730.dat,2020-06-23,08:00,175.3332,17989,94.8024,0.433858E-02,1.12222,2.52445,95.0342,0.494239E-02,0.317350,1.11920
LostCreek_ts_data_2020_06_23_0800.dat,2020-06-23,08:30,175.3541,18000,94.7915,0.103246E-01,-0.577559,2.18367,95.0236,0.907593E-02,-0.328374,2.06047
LostCreek_ts_data_2020_06_23_0830.dat,2020-06-23,09:00,175.3749,17996,94.7640,0.507477E-02,0.387087,1.64781,94.9954,0.573098E-02,0.416579,2.28816
LostCreek_ts_data_2020_06_23_0900.dat,2020-06-23,09:30,175.3957,18000,94.7585,0.359780E-02,-1.92594,4.72287,94.9887,0.340117E-02,-2.16496,5.88674
LostCreek_ts_data_2020_06_23_0930.dat,2020-06-23,10:00,175.4165,18000,94.7526,0.613680E-02,-0.229742,2.39252,94.9824,0.603751E-02,-0.160440,2.46629
LostCreek_ts_data_2020_06_23_1000.dat,2020-06-23,10:30,175.4374,18000,94.7432,0.584462E-02,1.37591,4.32746,94.9733,0.610759E-02,1.54399,4.41815
LostCreek_ts_data_2020_06_23_1030.dat,2020-06-23,11:00,175.4582,18000,94.7560,0.597905E-02,0.428154,2.51449,94.9853,0.662925E-02,0.775691,2.75718
LostCreek_ts_data_2020_06_23_1100.dat,2020-06-23,11:30,175.4790,17999,94.7857,0.746525E-02,0.157659,2.60464,95.0167,0.714106E-02,0.105136,2.57435
LostCreek_ts_data_2020_06_23_1130.dat,2020-06-23,12:00,175.4999,18000,94.7983,0.717687E-02,-0.179818,2.78752,95.0285,0.632713E-02,0.836571E-01,2.53267
LostCreek_ts_data_2020_06_23_1200.dat,2020-06-23,12:30,175.5207,17996,94.7892,0.433839E-02,-0.393509,5.03865,95.0199,0.350741E-02,-0.960081E-01,8.12554
LostCreek_ts_data_2020_06_23_1230.dat,2020-06-23,13:00,175.5415,18000,94.8118,0.827280E-02,-0.563555,2.25958,95.0373,0.712056E-02,-0.692645,3.54014
LostCreek_ts_data_2020_06_23_1300.dat,2020-06-23,13:30,175.5624,17996,94.8279,0.104557E-01,0.612559,2.74432,95.0558,0.111131E-01,0.337456,2.66705
LostCreek_ts_data_2020_06_23_1330.dat,2020-06-23,14:00,175.5832,17994,94.8489,0.504365E-02,-0.234407,3.85502,95.0717,0.514626E-02,0.214133,3.26072
LostCreek_ts_data_2020_06_23_1400.dat,2020-06-23,14:30,175.6040,17996,94.8600,0.742981E-02,-0.100361,2.70328,95.0836,0.811916E-02,-0.515558,2.55482
LostCreek_ts_data_2020_06_23_1430.dat,2020-06-23,15:00,175.6249,18000,94.8611,0.472955E-02,0.324901,4.12038,95.0860,0.531195E-02,-0.502101,2.33990
LostCreek_ts_data_2020_06_23_1500.dat,2020-06-23,15:30,175.6457,17988,94.8624,0.566679E-02,0.981142E-01,2.83722,95.0850,0.625232E-02,-0.141712,2.87827
LostCreek_ts_data_2020_06_23_1530.dat,2020-06-23,16:00,175.6665,17999,94.8667,0.654242E-02,0.396644,2.33454,95.0885,0.554505E-02,-0.365096,3.86602
LostCreek_ts_data_2020_06_23_1600.dat,2020-06-23,16:30,175.6873,18000,94.8662,0.665493E-02,0.423661,2.68822,95.0888,0.640143E-02,0.997526E-01,3.23792
LostCreek_ts_data_2020_06_23_1630.dat,2020-06-23,17:00,175.7082,17998,94.8916,0.129013E-01,0.179325E-01,1.85744,95.1162,0.114332E-01,-0.855895E-01,2.14604
LostCreek_ts_data_2020_06_23_1700.dat,2020-06-23,17:30,175.7290,18000,94.8929,0.839920E-02,0.266018,2.66348,95.1136,0.868862E-02,-0.438077,3.11398
LostCreek_ts_data_2020_06_23_1730.dat,2020-06-23,18:00,175.7498,17991,94.8823,0.536985E-02,0.623185,3.83975,95.1013,0.889928E-02,-0.654529,3.73575
LostCreek_ts_data_2020_06_23_1800.dat,2020-06-23,18:30,175.7707,18000,94.8836,0.543366E-02,0.647269,2.89031,95.1070,0.675988E-02,-0.649343,3.88751
LostCreek_ts_data_2020_06_23_1830.dat,2020-06-23,19:00,175.7915,18000,94.8820,0.532832E-02,0.676706,4.10654,95.1024,0.681757E-02,-0.584826,3.25240
LostCreek_ts_data_2020_06_23_1900.dat,2020-06-23,19:30,175.8123,17999,94.8897,0.727341E-02,0.167622,2.78013,95.1105,0.714678E-02,-1.04188,6.76423
LostCreek_ts_data_2020_06_23_1930.dat,2020-06-23,20:00,175.8332,18000,94.8920,0.747588E-02,0.111816,2.57677,95.1146,0.642329E-02,-0.940126,5.39965
LostCreek_ts_data_2020_06_23_2000.dat,2020-06-23,20:30,175.8540,17993,94.8889,0.771035E-02,0.972188E-01,2.11399,95.1101,0.817678E-02,-0.579190,3.29540
LostCreek_ts_data_2020_06_23_2030.dat,2020-06-23,21:00,175.8748,18000,94.8852,0.623225E-02,0.726656,2.69106,95.1122,0.731971E-02,-0.199221,2.89247
LostCreek_ts_data_2020_06_23_2100.dat,2020-06-23,21:30,175.8956,17997,94.8932,0.469125E-02,0.755017,1.72492,95.1262,0.510333E-02,-0.705506,2.12207
LostCreek_ts_data_2020_06_23_2130.dat,2020-06-23,22:00,175.9165,17991,94.8919,0.108359E-01,0.443610,2.89252,95.1114,0.126104E-01,-0.224920E-01,2.06052
LostCreek_ts_data_2020_06_23_2200.dat,2020-06-23,22:30,175.9373,17997,94.8460,0.120216E-01,0.825399,4.23777,95.0772,0.595757E-02,-0.228946,3.13044
LostCreek_ts_data_2020_06_23_2230.dat,2020-06-23,23:00,175.9581,18000,94.8391,0.641011E-02,0.180112,2.79267,95.0689,0.479814E-02,-0.295471,4.02182
LostCreek_ts_data_2020_06_23_2300.dat,2020-06-23,23:30,175.9790,18000,94.8445,0.135011E-01,-0.883527,3.22883,95.0681,0.568285E-02,-0.167299,3.21751
LostCreek_ts_data_2020_06_23_2330.dat,2020-06-24,00:00,176.0000,18000,94.8326,0.112194E-01,0.397124E-01,2.16746,95.0609,0.743959E-02,-0.447874,3.54624
LostCreek_ts_data_2020_06_24_0000.dat,2020-06-24,00:30,176.0208,17993,94.8284,0.725738E-02,0.240361,2.03630,95.0639,0.527698E-02,0.447223E-01,1.89717
LostCreek_ts_data_2020_06_24_0030.dat,2020-06-24,01:00,176.0416,17996,94.8315,0.102160E-01,0.580893,2.34017,95.0671,0.952060E-02,0.730291,2.94223
LostCreek_ts_data_2020_06_24_0100.dat,2020-06-24,01:30,176.0624,18000,94.8585,0.434772E-02,-0.750393,4.15796,95.0954,0.506977E-02,-0.279980,1.33492
LostCreek_ts_data_2020_06_24_0130.dat,2020-06-24,02:00,176.0833,18000,94.8563,0.629286E-02,0.483062,2.33805,95.0932,0.489816E-02,0.527729,1.97862
LostCreek_ts_data_2020_06_24_0200.dat,2020-06-24,02:30,176.1041,17997,94.8663,0.665645E-02,0.564760,2.31212,95.1011,0.601797E-02,-0.579767E-01,2.73785
LostCreek_ts_data_2020_06_24_0230.dat,2020-06-24,03:00,176.1249,17998,94.8846,0.621703E-02,-0.629441,2.52849,95.1178,0.694434E-02,0.168819,2.33533
LostCreek_ts_data_2020_06_24_0300.dat,2020-06-24,03:30,176.1458,17998,94.8941,0.492355E-02,0.363536,1.14749,95.1297,0.192456E-02,-3.21224,25.7172
