first_statistics:_on_raw_data
filename,date,time,DOY,n_samples,mean(air_p),st_dev(air_p),skw(air_p),kur(air_p),mean(air_p),st_dev(air_p),skw(air_p),kur(air_p)
LostCreek_ts_data_2020_07_15_1300.dat,2020-07-15,13:30,197.5624,17997,95.5628,0.453473E-02,0.950683,2.01400,95.8009,0.607257E-02,-0.495395E-01,2.66230
LostCreek_ts_data_2020_07_15_1330.dat,2020-07-15,14:00,197.5832,17998,95.5533,0.696306E-02,-0.557800,2.18167,95.7860,0.543060E-02,0.110596,2.00891
LostCreek_ts_data_2020_07_15_1400.dat,2020-07-15,14:30,197.6040,17996,95.5647,0.734014E-02,0.291817E-01,2.75934,95.8033,0.752849E-02,-0.857297,3.34788
LostCreek_ts_data_2020_07_15_1430.dat,2020-07-15,15:00,197.6249,17995,95.5960,0.875229E-02,-0.513535,3.16165,95.8341,0.873787E-02,-0.830502,3.51097
LostCreek_ts_data_2020_07_15_1500.dat,2020-07-15,15:30,197.6457,18000,95.5872,0.138194E-01,-0.701701,2.56719,95.8240,0.122582E-01,-0.738511,2.59093
LostCreek_ts_data_2020_07_15_1530.dat,2020-07-15,16:00,197.6665,18000,95.5529,0.974718E-02,-0.855124,2.20036,95.7921,0.108363E-01,-0.572237,1.91064
LostCreek_ts_data_2020_07_15_1600.dat,2020-07-15,16:30,197.6873,17999,95.5448,0.600729E-02,0.884531E-01,2.61608,95.7811,0.554850E-02,0.427897E-01,3.10319
LostCreek_ts_data_2020_07_15_1630.dat,2020-07-15,17:00,197.7082,18000,95.5368,0.111430E-01,0.573203E-02,2.02645,95.7750,0.942431E-02,0.145439,2.10524
LostCreek_ts_data_2020_07_15_1700.dat,2020-07-15,17:30,197.7290,17997,95.5022,0.752146E-02,0.285389,3.00682,95.7409,0.942729E-02,0.161984,2.24731
LostCreek_ts_data_2020_07_15_1730.dat,2020-07-15,18:00,197.7498,17991,95.5002,0.176093E-02,4.00665,30.5087,95.7404,0.286637E-02,1.38472,11.4619
LostCreek_ts_data_2020_07_15_1800.dat,2020-07-15,18:30,197.7707,18000,95.4881,0.711261E-02,0.262729,2.04317,95.7262,0.687714E-02,0.436566,2.46194
LostCreek_ts_data_2020_07_15_1830.dat,2020-07-15,19:00,197.7915,18000,95.4962,0.767560E-02,0.268952,2.47045,95.7344,0.617884E-02,0.590080,2.90054
LostCreek_ts_data_2020_07_15_1900.dat,2020-07-15,19:30,197.8123,17998,95.5017,0.992744E-02,0.326540,2.28982,95.7399,0.808979E-02,0.100601E-01,1.79000
LostCreek_ts_data_2020_07_15_1930.dat,2020-07-15,20:00,197.8332,17996,95.4651,0.139677E-01,0.383242,2.30491,95.7040,0.135806E-01,0.633039,2.22417
LostCreek_ts_data_2020_07_15_2000.dat,2020-07-15,20:30,197.8540,17993,95.4453,0.820756E-02,0.407181,2.50502,95.6756,0.695618E-02,-0.148977,2.86000
LostCreek_ts_data_2020_07_15_2030.dat,2020-07-15,21:00,197.8748,18000,95.4110,0.205381E-01,0.508410,2.15716,95.6504,0.111088E-01,-0.219462,1.98365
LostCreek_ts_data_2020_07_15_2100.dat,2020-07-15,21:30,197.8956,17985,95.3991,0.157636E-01,0.745136,3.66557,95.6413,0.784743E-02,-0.169268,1.79764
LostCreek_ts_data_2020_07_15_2130.dat,2020-07-15,22:00,197.9165,18000,95.3800,0.714761E-02,-0.482360,3.34658,95.6226,0.831519E-02,-0.605539,2.25378
LostCreek_ts_data_2020_07_15_2200.dat,2020-07-15,22:30,197.9373,18000,95.3734,0.775716E-02,-0.634266,2.02237,95.6132,0.788489E-02,-0.192279,2.27585
LostCreek_ts_data_2020_07_15_2230.dat,2020-07-15,23:00,197.9581,17998,95.3792,0.872222E-02,0.674348,2.79162,95.6154,0.510607E-02,-0.316023E-01,1.35969
LostCreek_ts_data_2020_07_15_2300.dat,2020-07-15,23:30,197.9790,18000,95.3856,0.640782E-02,0.723113,2.49993,95.6300,0.516352E-02,0.208852E-02,3.75272
LostCreek_ts_data_2020_07_15_2330.dat,2020-07-16,00:00,198.0000,17934,95.3945,0.104712E-01,0.204889E-01,2.10054,95.6305,0.401508E-02,0.364981,6.03786
LostCreek_ts_data_2020_07_16_0000.dat,2020-07-16,00:30,198.0208,17995,95.3812,0.880266E-02,1.48044,6.05910,95.6203,0.713485E-02,0.355898,3.01854
LostCreek_ts_data_2020_07_16_0030.dat,2020-07-16,01:00,198.0416,18000,95.3772,0.842139E-02,-0.247397,2.51547,95.6205,0.829534E-02,0.121124,1.91490
LostCreek_ts_data_2020_07_16_0100.dat,2020-07-16,01:30,198.0624,17997,95.4016,0.115663E-01,-0.534410,2.05731,95.6445,0.103110E-01,-0.284543,1.78540
LostCreek_ts_data_2020_07_16_0130.dat,2020-07-16,02:00,198.0833,17998,95.4188,0.455684E-02,-0.463364,4.22862,95.6595,0.327803E-02,-1.01819,8.73135
LostCreek_ts_data_2020_07_16_0200.dat,2020-07-16,02:30,198.1041,17996,95.4436,0.108361E-01,0.647064,2.80828,95.6834,0.119395E-01,0.409188,2.29340
LostCreek_ts_data_2020_07_16_0230.dat,2020-07-16,03:00,198.1249,18000,95.4851,0.691122E-02,-0.880992,2.96875,95.7236,0.663883E-02,-0.562845,2.31672
LostCreek_ts_data_2020_07_16_0300.dat,2020-07-16,03:30,198.1458,17996,95.4974,0.720893E-02,0.437042,2.03189,95.7367,0.763719E-02,0.579185,2.03963
LostCreek_ts_data_2020_07_16_0330.dat,2020-07-16,04:00,198.1666,17993,95.5020,0.403595E-02,1.48421,3.25287,95.7424,0.424011E-02,1.24758,2.55633
LostCreek_ts_data_2020_07_16_0400.dat,2020-07-16,04:30,198.1874,17998,95.5053,0.501992E-02,-0.762855E-01,1.09931,95.7461,0.488592E-02,-0.438876,1.20805
LostCreek_ts_data_2020_07_16_0430.dat,2020-07-16,05:00,198.2083,18000,95.5062,0.487749E-02,-0.455598,1.25824,95.7470,0.456472E-02,-0.890841,1.79865
LostCreek_ts_data_2020_07_16_0500.dat,2020-07-16,05:30,198.2291,17998,95.5040,0.562389E-02,1.03643,3.07507,95.7442,0.553154E-02,0.857172,2.68480
LostCreek_ts_data_2020_07_16_0530.dat,2020-07-16,06:00,198.2499,18000,95.5213,0.611045E-02,-0.782917E-01,2.59868,95.7608,0.551797E-02,0.417020E-01,3.20320
LostCreek_ts_data_2020_07_16_0600.dat,2020-07-16,06:30,198.2707,17997,95.5126,0.783028E-02,-0.129361,2.21938,95.7526,0.739433E-02,-0.327545,2.11952
LostCreek_ts_data_2020_07_16_0630.dat,2020-07-16,07:00,198.2916,17997,95.4991,0.294859E-02,-2.57744,8.83314,95.7379,0.414951E-02,-1.31306,3.00297
LostCreek_ts_data_2020_07_16_0700.dat,2020-07-16,07:30,198.3124,18000,95.4731,0.125456E-01,0.289383,1.81964,95.7125,0.115704E-01,0.271275,1.62216
LostCreek_ts_data_2020_07_16_0730.dat,2020-07-16,08:00,198.3332,17989,95.4468,0.714109E-02,0.546843,2.09933,95.6895,0.780736E-02,0.879124E-01,1.64463
LostCreek_ts_data_2020_07_16_0800.dat,2020-07-16,08:30,198.3541,18000,95.4403,0.184634E-02,3.57091,27.8225,95.6801,0.308575E-02,0.358140,10.4484
LostCreek_ts_data_2020_07_16_0830.dat,2020-07-16,09:00,198.3749,18000,95.4362,0.493667E-02,-0.562833,1.54320,95.6732,0.491945E-02,0.462418,1.96724
LostCreek_ts_data_2020_07_16_0900.dat,2020-07-16,09:30,198.3957,17997,95.4307,0.271933E-02,2.61207,11.3862,95.6698,0.174456E-02,-3.86896,31.3032
LostCreek_ts_data_2020_07_16_0930.dat,2020-07-16,10:00,198.4165,17988,95.4426,0.543556E-02,1.65699,5.44806,95.6828,0.670525E-02,1.12306,4.20337
LostCreek_ts_data_2020_07_16_1000.dat,2020-07-16,10:30,198.4374,18000,95.4550,0.791937E-02,0.468706,2.60650,95.6964,0.736259E-02,0.515897,2.27576
LostCreek_ts_data_2020_07_16_1030.dat,2020-07-16,11:00,198.4582,17996,95.4763,0.836496E-02,-0.132678,2.44903,95.7145,0.716942E-02,-0.680606,2.55493
LostCreek_ts_data_2020_07_16_1100.dat,2020-07-16,11:30,198.4790,18000,95.4785,0.861759E-02,0.285929,1.44596,95.7167,0.793911E-02,0.568519,1.95624
LostCreek_ts_data_2020_07_16_1130.dat,2020-07-16,12:00,198.4999,17928,95.4953,0.679309E-02,-0.104181,2.79739,95.7336,0.791723E-02,0.838584E-02,2.49769
LostCreek_ts_data_2020_07_16_1200.dat,2020-07-16,12:30,198.5207,17998,95.5196,0.412549E-02,-0.303978,5.95158,95.7595,0.320070E-02,-0.954907,9.35560
LostCreek_ts_data_2020_07_16_1230.dat,2020-07-16,13:00,198.5415,18000,95.5199,0.299106E-02,-0.207643,11.1640,95.7602,0.174439E-02,3.80903,31.3678
LostCreek_ts_data_2020_07_16_1300.dat,2020-07-16,13:30,198.5624,17997,95.5347,0.602066E-02,-0.678613E-02,2.61481,95.7741,0.555080E-02,-0.198150,2.12215
LostCreek_ts_data_2020_07_16_1330.dat,2020-07-16,14:00,198.5832,17996,95.5442,0.100211E-01,0.186007,1.97023,95.7821,0.838133E-02,0.342897,2.58371
LostCreek_ts_data_2020_07_16_1400.dat,2020-07-16,14:30,198.6040,17995,95.5522,0.876876E-02,-0.561472,1.84357,95.7903,0.835752E-02,-0.128147,1.62467
LostCreek_ts_data_2020_07_16_1430.dat,2020-07-16,15:00,198.6249,17998,95.5489,0.979355E-02,-0.184325,1.78470,95.7876,0.989908E-02,-0.277856E-01,2.09401
LostCreek_ts_data_2020_07_16_1500.dat,2020-07-16,15:30,198.6457,18000,95.5634,0.573373E-02,-0.131260,2.41705,95.8054,0.590573E-02,-0.881987,2.81892
LostCreek_ts_data_2020_07_16_1530.dat,2020-07-16,16:00,198.6665,17996,95.5464,0.687581E-02,0.484185,2.33852,95.7848,0.682814E-02,1.03919,2.87045
LostCreek_ts_data_2020_07_16_1600.dat,2020-07-16,16:30,198.6873,17995,95.5453,0.604146E-02,-0.277792,2.68763,95.7830,0.549216E-02,0.678371E-02,2.40320
LostCreek_ts_data_2020_07_16_1630.dat,2020-07-16,17:00,198.7082,18000,95.5262,0.503017E-02,-0.288449,1.58652,95.7658,0.512392E-02,-0.174523,1.56514
LostCreek_ts_data_2020_07_16_1700.dat,2020-07-16,17:30,198.7290,17998,95.5097,0.100185E-01,-0.338810,2.24810,95.7491,0.104052E-01,-0.445520,2.21662
LostCreek_ts_data_2020_07_16_1730.dat,2020-07-16,18:00,198.7498,17996,95.4911,0.984351E-02,-0.403000,2.18973,95.7301,0.993234E-02,-0.288999,1.94018
LostCreek_ts_data_2020_07_16_1800.dat,2020-07-16,18:30,198.7707,17998,95.4615,0.694085E-02,-0.141660,2.78623,95.7024,0.539918E-02,0.179877,3.06135
LostCreek_ts_data_2020_07_16_1830.dat,2020-07-16,19:00,198.7915,18000,95.4539,0.802216E-02,-0.241824,2.35838,95.6948,0.785237E-02,-0.787893,3.16110
LostCreek_ts_data_2020_07_16_1900.dat,2020-07-16,19:30,198.8123,17996,95.4279,0.880833E-02,-0.249819,2.34816,95.6657,0.103508E-01,-0.692842E-01,2.25933
LostCreek_ts_data_2020_07_16_1930.dat,2020-07-16,20:00,198.8332,17997,95.4066,0.558736E-02,-0.362096,2.84131,95.6472,0.536436E-02,-0.885396,3.80339
LostCreek_ts_data_2020_07_16_2000.dat,2020-07-16,20:30,198.8540,17996,95.3760,0.201522E-01,0.176308,2.12837,95.6135,0.205493E-01,0.490355E-01,1.94450
LostCreek_ts_data_2020_07_16_2030.dat,2020-07-16,21:00,198.8748,18000,95.3383,0.961842E-02,0.188723,2.58374,95.5749,0.632189E-02,-0.394435E-01,2.92258
LostCreek_ts_data_2020_07_16_2100.dat,2020-07-16,21:30,198.8956,17989,95.3430,0.101266E-01,-0.171603,2.50483,95.5859,0.650178E-02,-0.390966,3.47801
LostCreek_ts_data_2020_07_16_2130.dat,2020-07-16,22:00,198.9165,17999,95.3203,0.126520E-01,0.516243,2.38947,95.5580,0.967619E-02,0.535012E-01,2.62283
LostCreek_ts_data_2020_07_16_2200.dat,2020-07-16,22:30,198.9373,18000,95.3053,0.846012E-02,-0.215435,2.63134,95.5452,0.608209E-02,-0.443155,3.87513
LostCreek_ts_data_2020_07_16_2230.dat,2020-07-16,23:00,198.9581,17995,95.2921,0.102416E-01,0.124274,2.17759,95.5318,0.103318E-01,0.370495,2.00920
LostCreek_ts_data_2020_07_16_2300.dat,2020-07-16,23:30,198.9790,18000,95.2953,0.646202E-02,-0.461758,2.83322,95.5326,0.641471E-02,-0.318182,2.57801
LostCreek_ts_data_2020_07_16_2330.dat,2020-07-17,00:00,199.0000,18000,95.3030,0.532118E-02,0.119507,2.38709,95.5437,0.614313E-02,-0.494171,2.97071
LostCreek_ts_data_2020_07_17_0000.dat,2020-07-17,00:30,199.0208,17993,95.2952,0.800241E-02,-0.565674E-01,2.55948,95.5342,0.800405E-02,-0.233425,2.52721
LostCreek_ts_data_2020_07_17_0030.dat,2020-07-17,01:00,199.0416,17997,95.3095,0.517149E-02,-0.670746E-01,3.70635,95.5470,0.563945E-02,0.717323E-01,2.41417
LostCreek_ts_data_2020_07_17_0100.dat,2020-07-17,01:30,199.0624,18000,95.3147,0.625404E-02,0.605916,2.84361,95.5568,0.860327E-02,-0.826022E-01,2.30245
LostCreek_ts_data_2020_07_17_0130.dat,2020-07-17,02:00,199.0833,17991,95.3205,0.566991E-02,0.217046E-01,3.12893,95.5628,0.507224E-02,0.322186,2.40834
LostCreek_ts_data_2020_07_17_0200.dat,2020-07-17,02:30,199.1041,18000,95.3609,0.167234E-01,-0.698959,2.25439,95.5998,0.156958E-01,-0.608534,2.22241
LostCreek_ts_data_2020_07_17_0230.dat,2020-07-17,03:00,199.1249,18000,95.4002,0.130722E-01,-0.145782,1.96839,95.6403,0.119820E-01,-0.107849,2.19610
LostCreek_ts_data_2020_07_17_0300.dat,2020-07-17,03:30,199.1458,17987,95.4141,0.854276E-02,-0.263241,2.36513,95.6529,0.775553E-02,-0.413083,2.07870
LostCreek_ts_data_2020_07_17_0330.dat,2020-07-17,04:00,199.1666,17999,95.3939,0.495203E-02,0.372075,1.34871,95.6334,0.477267E-02,0.624742,1.51325
LostCreek_ts_data_2020_07_17_0400.dat,2020-07-17,04:30,199.1874,18000,95.4029,0.774923E-02,-0.323898,2.14520,95.6423,0.753113E-02,-0.371277,1.95634
LostCreek_ts_data_2020_07_17_0430.dat,2020-07-17,05:00,199.2083,18000,95.4095,0.743325E-02,0.432508,2.97163,95.6484,0.640108E-02,0.135171,2.59168
LostCreek_ts_data_2020_07_17_0500.dat,2020-07-17,05:30,199.2291,17998,95.4247,0.129868E-01,0.998097,2.92819,95.6626,0.135766E-01,1.01995,2.83646
LostCreek_ts_data_2020_07_17_0530.dat,2020-07-17,06:00,199.2499,18000,95.4614,0.153540E-01,-0.132228,1.49741,95.7011,0.147514E-01,-0.158711,1.56621
LostCreek_ts_data_2020_07_17_0600.dat,2020-07-17,06:30,199.2707,17993,95.4824,0.462607E-02,0.733304,2.73384,95.7201,0.280605E-02,0.359128,12.6480
LostCreek_ts_data_2020_07_17_0630.dat,2020-07-17,07:00,199.2916,18000,95.4725,0.698820E-02,-0.371910,2.09289,95.7107,0.704060E-02,-0.103434,2.01818
LostCreek_ts_data_2020_07_17_0700.dat,2020-07-17,07:30,199.3124,18000,95.4612,0.408338E-02,0.885521,4.91235,95.7003,0.214075E-02,3.02781,20.2844
LostCreek_ts_data_2020_07_17_0730.dat,2020-07-17,08:00,199.3332,17986,95.4616,0.588656E-02,-0.503247E-01,2.70662,95.7011,0.456251E-02,0.412700,4.34676
LostCreek_ts_data_2020_07_17_0800.dat,2020-07-17,08:30,199.3541,18000,95.4627,0.696249E-02,0.407214E-01,2.71686,95.7024,0.563367E-02,0.533903,3.63956
LostCreek_ts_data_2020_07_17_0830.dat,2020-07-17,09:00,199.3749,18000,95.4836,0.531325E-02,0.761301E-01,2.07186,95.7209,0.442530E-02,0.432881,4.69554
LostCreek_ts_data_2020_07_17_0900.dat,2020-07-17,09:30,199.3957,17997,95.5029,0.756945E-02,-0.458224,2.02410,95.7426,0.840957E-02,-0.482362,1.71531
LostCreek_ts_data_2020_07_17_0930.dat,2020-07-17,10:00,199.4165,17997,95.5136,0.104659E-01,0.304104,1.91610,95.7540,0.966768E-02,0.331102,2.13453
LostCreek_ts_data_2020_07_17_1000.dat,2020-07-17,10:30,199.4374,17996,95.5348,0.638697E-02,-0.170058,2.72031,95.7741,0.611246E-02,-0.526086,2.37783
LostCreek_ts_data_2020_07_17_1030.dat,2020-07-17,11:00,199.4582,17997,95.5455,0.584173E-02,0.168685,2.44300,95.7831,0.522582E-02,0.219567,2.34020
LostCreek_ts_data_2020_07_17_1100.dat,2020-07-17,11:30,199.4790,18000,95.5609,0.913725E-02,0.597838,2.66099,95.7988,0.996390E-02,0.611264,2.28105
LostCreek_ts_data_2020_07_17_1130.dat,2020-07-17,12:00,199.4999,17997,95.5916,0.628076E-02,-0.191042,2.69858,95.8295,0.506005E-02,-0.274169,4.51143
LostCreek_ts_data_2020_07_17_1200.dat,2020-07-17,12:30,199.5207,18000,95.5878,0.596745E-02,0.116755,2.54553,95.8253,0.513583E-02,0.427340E-01,1.39186
LostCreek_ts_data_2020_07_17_1230.dat,2020-07-17,13:00,199.5415,17998,95.6104,0.858987E-02,-0.149192,2.33896,95.8481,0.890753E-02,-0.228991,2.80753
LostCreek_ts_data_2020_07_17_1300.dat,2020-07-17,13:30,199.5624,17998,95.6252,0.634615E-02,0.812537,2.62350,95.8648,0.613032E-02,0.322506,2.70742
LostCreek_ts_data_2020_07_17_1330.dat,2020-07-17,14:00,199.5832,18000,95.6200,0.984543E-03,3.35987,103.219,95.8572,0.451840E-02,-0.941455,1.98139
LostCreek_ts_data_2020_07_17_1400.dat,2020-07-17,14:30,199.6040,17994,95.6106,0.750531E-02,-0.977663E-01,1.79063,95.8463,0.574938E-02,0.188446,2.32012
LostCreek_ts_data_2020_07_17_1430.dat,2020-07-17,15:00,199.6249,18000,95.6095,0.553451E-02,-0.248744E-01,3.23199,95.8454,0.499060E-02,-0.158302,1.04651
LostCreek_ts_data_2020_07_17_1500.dat,2020-07-17,15:30,199.6457,17996,95.6178,0.490330E-02,-0.430148,3.01149,95.8558,0.521563E-02,-0.244593E-01,1.67695
LostCreek_ts_data_2020_07_17_1530.dat,2020-07-17,16:00,199.6665,17998,95.6205,0.401761E-02,0.435318,5.99776,95.8584,0.591424E-02,0.542867E-01,2.69379
LostCreek_ts_data_2020_07_17_1600.dat,2020-07-17,16:30,199.6873,17992,95.6174,0.552883E-02,-0.929673,4.19269,95.8567,0.630553E-02,0.189431,2.53508
LostCreek_ts_data_2020_07_17_1630.dat,2020-07-17,17:00,199.7082,18000,95.6208,0.764161E-02,-0.332912,2.59796,95.8592,0.829774E-02,0.707695E-01,1.69181
LostCreek_ts_data_2020_07_17_1700.dat,2020-07-17,17:30,199.7290,17986,95.6112,0.771796E-02,-0.202100,1.70182,95.8482,0.595928E-02,-0.563261E-01,2.91803
LostCreek_ts_data_2020_07_17_1730.dat,2020-07-17,18:00,199.7498,18000,95.6008,0.428286E-02,0.530390,5.39240,95.8410,0.500197E-02,0.180158,3.80461
LostCreek_ts_data_2020_07_17_1800.dat,2020-07-17,18:30,199.7707,17997,95.5906,0.947596E-02,-0.143079,1.89835,95.8300,0.897583E-02,-0.161758,1.83872
LostCreek_ts_data_2020_07_17_1830.dat,2020-07-17,19:00,199.7915,18000,95.5590,0.110830E-01,0.261249,2.42069,95.7981,0.124135E-01,-0.197844,2.02038
LostCreek_ts_data_2020_07_17_1900.dat,2020-07-17,19:30,199.8123,17988,95.5202,0.993233E-02,-0.214584,2.81029,95.7580,0.806048E-02,0.528322,2.59461
LostCreek_ts_data_2020_07_17_1930.dat,2020-07-17,20:00,199.8332,17998,95.5003,0.115389E-01,-1.47946,5.86754,95.7414,0.823967E-02,-0.487648,2.23874
LostCreek_ts_data_2020_07_17_2000.dat,2020-07-17,20:30,199.8540,18000,95.4795,0.142462E-01,-0.465785,2.25425,95.7158,0.114757E-01,-0.107478,1.64131
LostCreek_ts_data_2020_07_17_2030.dat,2020-07-17,21:00,199.8748,18000,95.4396,0.135934E-01,-0.577883E-01,2.64702,95.6727,0.112077E-01,0.429000,2.33677
LostCreek_ts_data_2020_07_17_2100.dat,2020-07-17,21:30,199.8956,17989,95.4043,0.153701E-01,-0.263994,2.02727,95.6437,0.132476E-01,-0.249853,1.77454
LostCreek_ts_data_2020_07_17_2130.dat,2020-07-17,22:00,199.9165,18000,95.3583,0.179537E-01,-0.463353,2.02577,95.5916,0.147171E-01,0.431069E-01,2.08681
LostCreek_ts_data_2020_07_17_2200.dat,2020-07-17,22:30,199.9373,17994,95.2974,0.189027E-01,-0.177290,1.57668,95.5395,0.187701E-01,0.118449,2.01260
LostCreek_ts_data_2020_07_17_2230.dat,2020-07-17,23:00,199.9581,17997,95.2513,0.803855E-02,0.224652,3.02719,95.4929,0.808086E-02,0.152907,2.56958
LostCreek_ts_data_2020_07_17_2300.dat,2020-07-17,23:30,199.9790,18000,95.2690,0.150831E-01,0.333691,2.86723,95.5173,0.155613E-01,0.479932,2.09437
LostCreek_ts_data_2020_07_17_2330.dat,2020-07-18,00:00,200.0000,18000,95.3237,0.947845E-02,-0.190609,2.08560,95.5676,0.851932E-02,-0.327594,2.53175
LostCreek_ts_data_2020_07_18_0000.dat,2020-07-18,00:30,200.0208,17988,95.3409,0.787151E-02,-0.356808,2.22322,95.5824,0.833321E-02,-0.465792,1.61241
LostCreek_ts_data_2020_07_18_0030.dat,2020-07-18,01:00,200.0416,18000,95.3268,0.117803E-01,0.978392,2.84707,95.5685,0.108900E-01,0.998145,2.58936
LostCreek_ts_data_2020_07_18_0100.dat,2020-07-18,01:30,200.0624,18000,95.3232,0.786429E-02,-0.487580,2.00440,95.5651,0.687389E-02,-0.659927,2.79449
LostCreek_ts_data_2020_07_18_0130.dat,2020-07-18,02:00,200.0833,17994,95.3222,0.501970E-02,0.682095,3.64367,95.5632,0.481000E-02,0.901052,2.26489
LostCreek_ts_data_2020_07_18_0200.dat,2020-07-18,02:30,200.1041,17997,95.3036,0.108210E-01,-0.286143,2.07363,95.5419,0.123279E-01,-0.205841,2.08264
LostCreek_ts_data_2020_07_18_0230.dat,2020-07-18,03:00,200.1249,18000,95.2448,0.262493E-01,0.407773E-01,1.80977,95.4841,0.256163E-01,0.117206E-01,1.68006
LostCreek_ts_data_2020_07_18_0300.dat,2020-07-18,03:30,200.1458,17997,95.2382,0.330413E-01,0.501996,1.81606,95.4772,0.322390E-01,0.505414,1.79815
LostCreek_ts_data_2020_07_18_0330.dat,2020-07-18,04:00,200.1666,17996,95.3025,0.999125E-02,-0.193482,2.51889,95.5407,0.113557E-01,0.770475E-01,2.17334
LostCreek_ts_data_2020_07_18_0400.dat,2020-07-18,04:30,200.1874,17997,95.2684,0.133007E-01,0.349551,1.84714,95.5086,0.122156E-01,0.194703,1.97760
LostCreek_ts_data_2020_07_18_0430.dat,2020-07-18,05:00,200.2083,18000,95.2542,0.638710E-02,-0.529802,2.48701,95.4939,0.748321E-02,-0.739043,2.22155
LostCreek_ts_data_2020_07_18_0500.dat,2020-07-18,05:30,200.2291,17987,95.2250,0.963223E-02,1.23420,4.06211,95.4642,0.894191E-02,1.45834,4.71539
LostCreek_ts_data_2020_07_18_0530.dat,2020-07-18,06:00,200.2499,18000,95.1678,0.235232E-01,0.595001,2.51522,95.4073,0.235409E-01,0.649514,2.58627
LostCreek_ts_data_2020_07_18_0600.dat,2020-07-18,06:30,200.2707,17997,95.1142,0.118806E-01,0.180470E-01,1.68386,95.3530,0.117821E-01,0.101361,1.70008
LostCreek_ts_data_2020_07_18_0630.dat,2020-07-18,07:00,200.2916,17995,95.0763,0.170234E-01,-0.800728E-01,1.97774,95.3149,0.177193E-01,-0.952820E-01,1.82701
LostCreek_ts_data_2020_07_18_0700.dat,2020-07-18,07:30,200.3124,18000,95.0302,0.196766E-01,0.135128,2.26006,95.2695,0.188464E-01,0.584510E-01,2.47893
LostCreek_ts_data_2020_07_18_0730.dat,2020-07-18,08:00,200.3332,18000,94.9492,0.290599E-01,-0.117466,1.71718,95.1871,0.279973E-01,-0.156585,1.60420
LostCreek_ts_data_2020_07_18_0800.dat,2020-07-18,08:30,200.3541,18000,94.8351,0.308569E-01,0.798194,2.45168,95.0749,0.312360E-01,0.757046,2.44266
