file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_p_mean,air_p_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--
LostCreek_ts_data_2020_07_01_0900.dat,2020-07-01,09:30,183.3957,0,17996,17996,-0.107725E-01,0,-7.76643,0,-9999,-9999,6.45749,0,-9999,-9999,-388550.,0,-9999,-9999,-9999,-9999,-9999,1199.00,63.5001,5.82601,16.6705,887.210,887.210,0.00000,0,882.885,46.9873,49.3040,-9999,0,0.810030E-01,-43105.6,-43105.6,0.00000,0,295.646,293.648,45873.3,0.534571,1031.80,0.532202E-01,-9999,0.159096E-01,2156.04,2404.06,0.297614E-01,89.6833,248.019,291.859,0.967983,1.11052,0.719234E-01,0.967983,1.11052,0.719234E-01,1.47493,3.07636,311.246,-9999,-9999,-9999,0.141956,0.160949,18.5359,0.515755,-9999,0.991890E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.106379E-01,1.01265,-7.66069,1.01380,-9999,-9999,6.68743,1.08515,-9999,-9999,0.216898E-01,1.16491,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,1,18,0,18,10,48,0,0.124379,0.141867,0.556519E-01,0.313657E-01,0.113021E-01,0.00000,0.496713E-06,-0.138888E-01,0.668743E-02,0.00000,0.216898E-04,95.3258,95.5615
LostCreek_ts_data_2020_07_01_0930.dat,2020-07-01,10:00,183.4165,0,17997,17997,-0.649449E-02,0,-4.12043,0,-9999,-9999,2.62655,0,-9999,-9999,-207716.,2,-0.902414,3042.41,-0.729202,68.8491,-31.7730,800.535,42.1338,3.94726,16.5578,880.232,880.232,0.00000,0,871.473,46.3285,48.5790,-9999,0,0.816430E-01,-43398.0,-43398.0,0.00000,0,295.456,293.354,45878.3,0.535301,1031.42,0.531611E-01,-9999,0.157039E-01,2126.04,2360.78,0.293366E-01,90.0567,234.741,291.635,0.519036,0.685127,0.483478E-01,0.519036,0.685127,0.483478E-01,0.860892,3.18826,308.236,-9999,-9999,-9999,0.110147,0.191122,16.3203,0.585772,-9999,0.677542E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.638173E-02,1.01767,-4.05249,1.01676,-9999,-9999,2.79821,1.08919,-9999,-9999,0.650816E-02,1.17820,800000009,800000009,800000009,800000009,800000009,800100009,899999999,899999999,89999,89999,89,89,5,30,1,3,14,27,0,0.149029,0.200782,0.324327E-01,0.187967E-01,0.458923E-02,395.001,0.170224E-05,-0.733989E-02,0.279821E-02,0.518946E-02,0.650816E-05,95.3319,95.5658
LostCreek_ts_data_2020_07_01_1000.dat,2020-07-01,10:30,183.4374,0,17997,17997,-0.554704E-02,0,-3.58300,0,-9999,-9999,3.73494,0,-9999,-9999,-185652.,1,-0.555144,2639.40,0.636394E-01,59.7186,-123.751,933.788,48.5078,4.72177,16.5800,880.841,880.841,0.00000,0,861.285,45.7573,47.9515,-9999,0,0.838378E-01,-44535.9,-44535.9,0.00000,0,295.214,293.173,45879.7,0.535765,1031.08,0.531268E-01,-9999,0.155204E-01,2099.89,2334.51,0.289686E-01,89.9500,234.618,291.437,0.942860,1.03358,0.563202E-01,0.942860,1.03358,0.563202E-01,1.40016,2.58646,312.715,-9999,-9999,-9999,0.101752,0.853380E-01,14.7944,0.646189,-9999,0.637435E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.547746E-02,1.01270,-3.53028,1.01494,-9999,-9999,3.74401,1.09555,-9999,-9999,0.191411E-01,1.18641,800000009,800000009,800000009,800000009,800000109,800001109,899999999,899999999,89999,89999,89,89,11,11,1,20,38,32,0,0.691314E-01,0.767492E-01,0.247954E-01,0.177681E-01,0.958582E-02,0.00000,0.188689E-05,-0.639059E-02,0.374401E-02,0.00000,0.191411E-04,95.3341,95.5683
LostCreek_ts_data_2020_07_01_1030.dat,2020-07-01,11:00,183.4582,1,17996,17996,-0.123736E-01,0,-8.01595,0,-9999,-9999,6.02080,0,-9999,-9999,-411860.,0,1.72816,-6801.27,-0.248211E-01,-153.968,27.4786,1038.72,55.7138,5.22390,16.5398,880.603,880.603,0.00000,0,887.148,47.2330,49.5746,-9999,0,0.831817E-01,-44282.7,-44282.7,0.00000,0,295.051,293.737,45869.0,0.534308,1031.95,0.532414E-01,-9999,0.159864E-01,2167.11,2417.30,0.299199E-01,89.6500,250.191,291.940,1.17986,1.38000,0.628010E-01,1.17986,1.38000,0.628010E-01,1.81671,3.69895,311.074,-9999,-9999,-9999,0.152178,0.192444,22.1239,0.432112,-9999,0.955330E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.122330E-01,1.01150,-7.91568,1.01267,-9999,-9999,6.33289,1.07998,-9999,-9999,0.249743E-01,1.15112,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,10,5,1,1,4,27,0,0.161487,0.167564,0.558366E-01,0.330120E-01,0.886379E-02,1.67878,0.134128E-05,-0.143562E-01,0.633289E-02,-0.256175E-01,0.249743E-04,95.3235,95.5586
LostCreek_ts_data_2020_07_01_1100.dat,2020-07-01,11:30,183.4790,1,18000,18000,-0.209371E-01,0,-6.65307,0,-9999,-9999,2.09927,0,-9999,-9999,-340643.,0,3.54799,-12520.5,-0.578322,-283.760,-4.24355,1681.68,96.0212,8.51878,16.3709,875.039,875.039,0.00000,0,934.753,49.9634,52.5910,-9999,0,0.829292E-01,-44321.9,-44321.9,0.00000,0,295.364,294.899,45870.0,0.531654,1033.56,0.534509E-01,-9999,0.168443E-01,2292.44,2595.99,0.316827E-01,88.3067,303.558,292.843,1.46368,1.08182,0.102724,1.46368,1.08182,0.102724,1.82298,4.01971,323.570,-9999,-9999,-9999,0.198447,0.255700,59.1420,0.161645,-9999,0.610120E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.206409E-01,1.01435,-6.57947,1.01119,-9999,-9999,2.62980,1.05385,-9999,-9999,0.238907E-01,1.09994,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,4,3,0,7,10,5,0,0.205150,0.217745,0.885047E-01,0.191310E-01,0.206052E-02,0.146382,0.166352E-05,-0.119737E-01,0.262980E-02,0.408069E-02,0.238907E-04,95.3206,95.5558
LostCreek_ts_data_2020_07_01_1130.dat,2020-07-01,12:00,183.4999,1,17999,17999,-0.241599E-01,0,-5.42458,0,-9999,-9999,1.15461,0,-9999,-9999,-276768.,1,2.89434,-4291.31,-1.27806,-97.3462,1.86025,2059.34,121.508,10.5769,16.0936,862.707,862.707,0.00000,0,949.578,50.9028,53.6328,-9999,0,0.826575E-01,-44304.7,-44304.7,0.00000,0,296.033,295.850,45885.0,0.529927,1034.11,0.536057E-01,-9999,0.171114E-01,2336.30,2750.64,0.322901E-01,84.9367,414.338,293.149,2.23579,0.748103,0.127960,2.23579,0.748103,0.127960,2.36110,5.59540,340.822,-9999,-9999,-9999,0.213521,0.496049,90.3896,0.105764,-9999,0.463599E-01,0,71.9402,-10.9172,24.6948,61.4934,93.7814,131.530,197.055,-0.238499E-01,1.01300,-5.37038,1.01009,-9999,-9999,1.61328,1.04947,-9999,-9999,0.264478E-01,1.08848,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,4,7,1,5,19,2,0,0.452482,0.370062,0.169555,0.902851E-02,0.742481E-03,0.00000,0.989086E-06,-0.979988E-02,0.161328E-02,0.00000,0.264478E-04,95.3374,95.5714
LostCreek_ts_data_2020_07_01_1200.dat,2020-07-01,12:30,183.5207,1,18000,18000,-0.390950E-01,0,3.06841,0,-9999,-9999,-3.62703,0,-9999,-9999,153904.,2,2.43081,1344.17,-1.03307,30.5154,62.1372,2223.39,131.955,11.4026,15.8801,852.722,852.722,0.00000,0,942.460,50.6078,53.3055,-9999,0,0.814405E-01,-43727.2,-43727.2,0.00000,0,296.604,296.650,45930.3,0.529081,1033.95,0.536975E-01,-9999,0.169831E-01,2325.06,2886.92,0.320993E-01,80.5377,561.862,293.071,2.40804,0.422354,0.140011,2.40804,0.422354,0.140011,2.44881,5.22485,350.814,-9999,-9999,-9999,0.271831,0.624300,-329.942,-0.289748E-01,-9999,-0.206344E-01,0,84.9759,-12.8954,29.1695,72.6361,110.775,155.363,232.762,-0.376380E-01,1.03871,2.98928,1.02647,-9999,-9999,-3.73721,1.05086,-9999,-9999,0.369491E-02,1.07565,800000009,800010009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,4,7,2,19,8,2,0,0.506875,0.560501,0.181225,0.308893E-02,0.654477E-03,0.160859E-01,0.690228E-06,0.546443E-02,-0.373721E-02,0.277758E-02,0.369491E-05,95.3826,95.6168
LostCreek_ts_data_2020_07_01_1230.dat,2020-07-01,13:00,183.5415,1,18000,18000,-0.607104E-01,0,15.0159,0,-9999,-9999,-7.76379,0,-9999,-9999,736356.,2,2.13405,6067.00,-1.11531,137.828,96.8160,2205.10,129.053,11.2178,15.6531,841.924,841.924,0.00000,0,916.095,49.2733,51.8270,-9999,0,0.796304E-01,-42825.9,-42825.9,0.00000,0,297.351,297.353,45963.3,0.528480,1033.18,0.537862E-01,-9999,0.165080E-01,2265.37,3011.62,0.312368E-01,75.2210,746.250,292.652,2.69773,0.128511,0.140873,2.69773,0.128511,0.140873,2.70447,6.05434,356.761,-9999,-9999,-9999,0.338936,0.829566,-130.730,-0.731277E-01,-9999,-0.811389E-01,0,94.4421,-14.3320,32.4189,80.7277,123.115,172.670,258.692,-0.586332E-01,1.03543,14.6570,1.02449,-9999,-9999,-8.77567,1.04966,-9999,-9999,-0.100145E-01,1.07403,800000009,800000009,800000009,800000009,800000009,800010009,899999999,899999999,89999,89999,89,89,2,3,2,0,1,0,0,0.774909,0.667861,0.216362,0.196592E-01,0.226806E-02,4.82745,0.967248E-06,0.268436E-01,-0.877567E-02,0.528108E-01,-0.100145E-04,95.4140,95.6458
LostCreek_ts_data_2020_07_01_1300.dat,2020-07-01,13:30,183.5624,1,17988,17988,-0.796833E-01,0,24.6442,0,-9999,-9999,-10.1925,0,-9999,-9999,0.119978E+07,2,1.08897,8009.76,-0.618528,182.026,28.5059,2762.57,157.008,14.0667,15.5295,835.931,835.931,0.00000,0,882.606,47.5094,49.8792,-9999,0,0.790743E-01,-42560.3,-42560.3,0.00000,0,297.880,297.713,45982.7,0.528423,1032.16,0.538286E-01,-9999,0.159046E-01,2185.20,3077.12,0.300982E-01,71.0143,891.924,292.073,3.34646,0.200976,0.177892,3.34646,0.200976,0.177892,3.35721,7.10100,356.613,-9999,-9999,-9999,0.388323,1.20766,-119.794,-0.798038E-01,-9999,-0.116357,0,92.6996,-14.0675,31.8208,79.2382,120.843,169.484,253.919,-0.774185E-01,1.02925,24.1408,1.02085,-9999,-9999,-11.9722,1.04821,-9999,-9999,-0.135965E-02,1.07162,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,0,4,1,10,13,3,1,1.05270,1.06509,0.297544,0.351808E-01,0.261952E-02,588.404,0.560458E-06,0.442613E-01,-0.119722E-01,-0.864760,-0.135965E-05,95.4332,95.6641
