file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_p_mean,air_p_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--
LostCreek_ts_data_2020_07_15_0500.dat,2020-07-15,05:30,197.2291,0,18000,18000,0.200483E-02,1,-7.82640,1,-9999,-9999,-9999,-9999,-9999,-9999,-438661.,1,-9999,-9999,-9999,-9999,-9999,-9999,47.3689,6.79690,-9999,-9999,-9999,-9999,0,630.552,32.7461,33.8548,-9999,0,0.904770E-01,-46982.3,-46982.3,0.00000,0,288.671,286.888,45928.7,0.550830,1023.50,0.519325E-01,-9999,0.113626E-01,1504.39,1566.86,0.206281E-01,96.0133,62.4653,286.229,0.933017E-01,-1.16009,0.751229E-01,0.933017E-01,-1.16009,0.751229E-01,1.16626,2.80087,82.8619,-9999,-9999,-9999,0.603296E-01,0.133752,1.40941,6.78296,-9999,0.230105,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.194557E-02,1.03046,-7.37891,1.06064,-9999,-9999,-9999,-9999,-9999,-9999,0.519618E-01,1.89490,800000009,800000009,800000009,800001109,800000009,800100119,899999999,899999999,89999,89999,89,89,20,7,1,7,2,0,0,0.914440E-01,0.150883,0.251774E-01,0.272970,-9999,-9999,0.715848E-05,-0.130884E-01,-9999,-9999,0.519618E-04,95.3868,95.6273
LostCreek_ts_data_2020_07_15_0530.dat,2020-07-15,06:00,197.2499,0,17990,17990,0.671994E-02,1,-6.46756,1,-9999,-9999,-9999,-9999,-9999,-9999,-371747.,1,-1.75877,9257.53,-9999,208.083,-126.313,-9999,38.1941,5.96620,-9999,-9999,-9999,-9999,0,594.493,30.8051,31.7842,-9999,0,0.928642E-01,-48115.1,-48115.1,0.00000,0,287.579,286.328,45940.7,0.552463,1022.38,0.518175E-01,-9999,0.107128E-01,1415.59,1510.66,0.193909E-01,93.7067,95.0708,285.301,0.767851,-0.175767,0.642465E-01,0.767851,-0.175767,0.642465E-01,0.790327,2.65628,14.5933,-9999,-9999,-9999,0.110289,0.412991,10.4182,0.917628,-9999,0.103823,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.665256E-02,1.01013,-6.36783,1.01566,-9999,-9999,-9999,-9999,-9999,-9999,0.396316E-01,1.22368,800000009,800000009,800000009,800001109,800100009,800101119,899999999,899999999,89999,89999,89,89,2,2,1,2,0,0,0,0.304715,0.507555,0.137110E-01,1.09436,-9999,-9999,0.109640E-04,-0.112739E-01,-9999,-9999,0.396316E-04,95.4005,95.6402
LostCreek_ts_data_2020_07_15_0600.dat,2020-07-15,06:30,197.2707,0,18000,18000,0.285463E-02,1,0.626856,2,-9999,-9999,-9999,-9999,-9999,-9999,37544.9,2,-3.40460,7283.46,-9999,163.542,-217.749,-9999,16.1830,2.76651,-9999,-9999,-9999,-9999,0,567.556,29.2860,30.1695,-9999,0,0.970244E-01,-50059.8,-50059.8,0.00000,0,286.402,285.247,45960.0,0.555112,1021.50,0.516002E-01,-9999,0.102274E-01,1346.35,1407.28,0.184240E-01,95.6700,60.9353,284.542,0.419300,0.612945E-01,0.285136E-01,0.419300,0.612945E-01,0.285136E-01,0.424715,1.26462,349.564,-9999,-9999,-9999,0.717109E-01,0.482227E-01,-29.5485,-0.323536,-9999,-0.154157E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.269267E-02,1.06015,0.602417,1.04057,-9999,-9999,-9999,-9999,-9999,-9999,0.418974E-02,1.09032,800000009,800000009,800000009,800001109,800000009,800001119,899999999,899999999,89999,89999,89,89,0,1,0,3,0,0,0,0.555324E-01,0.391771E-01,0.173591E-02,0.565460E-01,-9999,-9999,0.217897E-04,0.106237E-02,-9999,-9999,0.418974E-05,95.4210,95.6589
LostCreek_ts_data_2020_07_15_0630.dat,2020-07-15,07:00,197.2916,0,18000,18000,0.227776E-02,1,3.30771,1,-9999,-9999,-9999,-9999,-9999,-9999,201094.,1,-2.31812,6141.08,-9999,137.794,-57.9617,-9999,6.05962,1.09430,-9999,-9999,-9999,-9999,0,544.137,28.0092,28.8163,-9999,0,0.982647E-01,-50576.1,-50576.1,0.00000,0,285.716,284.513,45953.7,0.556739,1020.77,0.514745E-01,-9999,0.980535E-02,1287.47,1340.65,0.176121E-01,96.0333,53.1790,283.868,0.110346,-0.378021E-01,0.111362E-01,0.110346,-0.378021E-01,0.111362E-01,0.117172,0.701275,292.827,-9999,-9999,-9999,0.639629E-01,0.570490E-01,-3.97248,-2.40656,-9999,-0.909957E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.198113E-02,1.14973,3.00298,1.10148,-9999,-9999,-9999,-9999,-9999,-9999,-0.112509E-01,1.16483,800000009,800000009,800000009,800001109,800000009,800010019,899999999,899999999,89999,89999,89,89,1,0,0,1,0,0,0,0.666110E-01,0.464080E-01,0.107889E-02,0.246206,-9999,-9999,0.981915E-05,0.528414E-02,-9999,-9999,-0.112509E-04,95.4143,95.6524
LostCreek_ts_data_2020_07_15_0700.dat,2020-07-15,07:30,197.3124,0,17945,17945,0.655858E-02,1,11.4368,1,-9999,-9999,-9999,-9999,-9999,-9999,736718.,1,-1.33199,2969.01,-9999,66.5919,-308.036,-9999,2.25127,0.438219,-9999,-9999,-9999,-9999,0,532.952,27.3930,28.1645,-9999,0,0.103742,-53316.4,-53316.4,0.00000,0,285.583,284.092,45953.3,0.557692,1020.41,0.513986E-01,-9999,0.960380E-02,1259.14,1303.68,0.172206E-01,96.5833,44.5424,283.535,-0.227575,-0.336843,0.422414E-02,-0.227575,-0.336843,0.422414E-02,0.406536,1.95481,143.876,-9999,-9999,-9999,0.108445,0.118161,-5.59847,-1.70761,-9999,-0.185323,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.617421E-02,1.06225,10.9762,1.04197,-9999,-9999,-9999,-9999,-9999,-9999,-0.279062,1.09197,800000009,800000109,800000009,800001109,800000009,801110009,899999999,899999999,89999,89999,89,89,11,7,6,0,0,0,0,0.188244E-01,0.213195,0.430244E-02,0.798220,-9999,-9999,0.164888E-03,0.192877E-01,-9999,-9999,-0.279062E-03,95.4156,95.6543
LostCreek_ts_data_2020_07_15_0730.dat,2020-07-15,08:00,197.3332,0,17998,17998,0.153470E-02,1,3.74184,1,-9999,-9999,-9999,-9999,-9999,-9999,285813.,1,-1.72155,4659.77,-9999,104.460,-1026.61,-9999,-1.21517,-0.287109,-9999,-9999,-9999,-9999,0,514.957,26.4279,27.1453,-9999,0,0.121669,-62435.2,-62435.2,0.00000,0,284.686,283.548,45935.0,0.558745,1019.86,0.513207E-01,-9999,0.927952E-02,1214.29,1257.29,0.166078E-01,96.5800,42.9994,282.992,-0.341982,0.256151,-0.235975E-02,-0.341982,0.256151,-0.235975E-02,0.427283,0.931970,216.325,-9999,-9999,-9999,0.524089E-01,0.228720E-01,-1.93055,-4.95195,-9999,-0.125293,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.144801E-02,1.05986,3.59661,1.04038,-9999,-9999,-9999,-9999,-9999,-9999,-0.379136,1.09010,800000009,800000009,800000009,800001109,800000109,800011119,899999999,899999999,89999,89999,89,89,11,2,1,6,4,0,0,0.215709E-01,0.214616E-01,0.271154E-02,0.310733,-9999,-9999,0.106021E-02,0.631161E-02,-9999,-9999,-0.379136E-03,95.3979,95.6375
LostCreek_ts_data_2020_07_15_0800.dat,2020-07-15,08:30,197.3541,0,17996,17996,0.199112E-02,1,0.328585,2,-9999,-9999,-9999,-9999,-9999,-9999,32831.9,1,-1.90387,4846.93,-9999,108.593,-786.359,-9999,6.28982,1.71713,-9999,-9999,-9999,-9999,0,496.321,25.4265,26.0898,-9999,0,0.135496,-69407.6,-69407.6,0.00000,0,284.052,282.947,45919.0,0.559949,1019.28,0.512299E-01,-9999,0.894371E-02,1167.87,1207.77,0.159723E-01,96.6967,39.8966,282.412,-0.578348E-02,0.146310,0.126729E-01,-0.578348E-02,0.146310,0.126729E-01,0.146971,0.813333,275.061,-9999,-9999,-9999,0.596313E-01,0.392904E-01,-32.3699,-0.295336,-9999,-0.965450E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.176251E-02,1.12971,0.302101,1.08766,-9999,-9999,-9999,-9999,-9999,-9999,-0.459404,1.14742,800000009,800000009,800000009,800001109,800000009,800100009,899999999,899999999,89999,89999,89,89,13,4,2,19,16,1,0,0.483855E-01,0.256792E-01,0.451613E-02,0.260773,-9999,-9999,0.123292E-02,0.529309E-03,-9999,-9999,-0.459404E-03,95.3818,95.6212
LostCreek_ts_data_2020_07_15_0830.dat,2020-07-15,09:00,197.3749,0,17996,17996,0.174289E-02,1,0.790744,2,-9999,-9999,-9999,-9999,-9999,-9999,49225.2,1,-2.04018,4992.43,-9999,111.784,2017.99,-9999,1.60155,0.338402,-9999,-9999,-9999,-9999,0,477.053,24.3973,25.0074,-9999,0,0.100799,-51545.5,-51545.5,0.00000,0,283.311,282.305,45893.7,0.561134,1018.69,0.511418E-01,-9999,0.859650E-02,1119.98,1156.69,0.153199E-01,96.8267,36.7056,281.792,0.704859E-01,0.402663,0.335718E-02,0.704859E-01,0.402663,0.335718E-02,0.408799,0.849473,274.121,-9999,-9999,-9999,0.557316E-01,0.610674E-01,-10.9744,-0.871114,-9999,-0.248213E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.164117E-02,1.06198,0.759024,1.04179,-9999,-9999,-9999,-9999,-9999,-9999,0.140332E-01,1.09176,800000009,800000009,800000009,800001109,800000009,800000019,899999999,899999999,89999,89999,89,89,0,0,1,0,0,0,0,0.995586E-01,0.214041E-01,0.117205E-02,0.186937,-9999,-9999,0.138479E-04,0.132784E-02,-9999,-9999,0.140332E-04,95.3586,95.5964
LostCreek_ts_data_2020_07_15_0900.dat,2020-07-15,09:30,197.3957,0,18000,18000,0.302070E-02,1,-0.261432,1,-9999,-9999,-9999,-9999,-9999,-9999,-16465.5,1,-1.80347,4523.77,-9999,101.235,-126.766,-9999,1.11611,0.250507,-9999,-9999,-9999,-9999,0,459.660,23.4669,24.0309,-9999,0,0.103169,-52665.6,-52665.6,0.00000,0,282.545,281.738,45881.3,0.562312,1018.16,0.510528E-01,-9999,0.828308E-02,1076.98,1113.20,0.147304E-01,96.7467,36.2161,281.215,0.169456,0.121709,0.242811E-02,0.169456,0.121709,0.242811E-02,0.208649,0.814164,289.888,-9999,-9999,-9999,0.732934E-01,0.665200E-01,75.4734,0.126667,-9999,0.623018E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.290407E-02,1.04016,-0.255541,1.02305,-9999,-9999,-9999,-9999,-9999,-9999,-0.226794E-01,1.10634,800000009,800000009,800000009,800001109,800000009,800000009,899999999,899999999,89999,89999,89,89,1,0,0,2,0,0,0,0.101083,0.313452E-01,0.611432E-03,0.845412E-01,-9999,-9999,0.637880E-05,-0.446343E-03,-9999,-9999,-0.226794E-04,95.3482,95.5870
