file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_p_mean,air_p_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--
LostCreek_ts_data_2020_07_04_2000.dat,2020-07-04,20:30,186.8540,1,17996,17996,-0.317439E-01,0,6.87634,0,210.137,0,-7.49633,0,4.80431,0,0.219325E+07,0,-9999,-9999,-9999,-9999,-9999,726.588,35.0204,3.76553,14.6499,802.284,831.090,0.00000,0,706.102,38.6688,40.2242,0.00000,0,0.759230E-01,-41574.1,-43066.9,0.00000,0,302.857,303.897,46136.3,0.521168,1027.20,0.547637E-01,0.311319,0.127240E-01,1784.51,4415.77,0.244143E-01,40.4123,2631.25,288.869,-0.844807E-01,-2.46826,0.495967E-01,-0.844807E-01,-2.46826,0.495967E-01,2.47020,4.75661,91.9608,-9999,-9999,-9999,0.246798,0.437582,-110.321,-0.866563E-01,0.327231E-01,-0.520453E-01,0,89.4879,-13.5801,30.7183,76.4929,116.656,163.612,245.121,-0.305697E-01,1.03841,19.4277,1.02629,191.012,1.05074,-11.3926,1.05074,4.36705,1.05074,-0.588282E-02,1.07549,800000009,800000009,800000009,800000009,800000009,800010009,899999999,899999999,89999,89999,89,89,4,2,0,9,4,3,0,0.369829,0.374075,0.131260,0.854229E-01,0.553550E-02,1496.49,0.613707E-06,0.362899E-01,-0.113926E-01,4.36705,-0.588282E-05,95.5784,95.8144
LostCreek_ts_data_2020_07_04_2030.dat,2020-07-04,21:00,186.8748,1,17996,17996,-0.314251E-01,1,7.30445,0,243.597,0,-8.10937,0,5.57062,0,0.250189E+07,1,0.720114,-2.81343,0.365806,-0.643380E-01,23.0940,1474.49,69.5877,7.56719,14.6955,805.895,834.150,0.00000,0,693.546,38.0337,39.5374,0.00000,0,0.754184E-01,-41354.9,-42804.9,0.00000,0,303.077,304.139,46109.3,0.520574,1026.85,0.548395E-01,0.360976,0.124977E-01,1754.18,4477.23,0.240075E-01,39.1800,2723.05,288.602,0.234079,-1.97089,0.100336,0.234079,-1.97089,0.100336,1.98727,5.09870,79.2046,-9999,-9999,-9999,0.245695,0.822384,-102.416,-0.933445E-01,0.299857E-01,-0.556161E-01,0,88.1330,-13.3745,30.2532,75.3347,114.890,161.135,241.410,-0.300242E-01,1.04666,21.7993,1.03137,220.930,1.05449,-12.5746,1.05449,5.05225,1.05449,-0.247941E-02,1.08014,800000009,800000009,800000009,800000009,800000009,800010009,899999999,899999999,89999,89999,89,89,4,0,0,20,15,13,0,0.915433,0.594187,0.135147,0.725373E-01,0.628815E-02,1185.50,0.459613E-06,0.407805E-01,-0.125746E-01,5.05225,-0.247941E-05,95.5525,95.7893
LostCreek_ts_data_2020_07_04_2100.dat,2020-07-04,21:30,186.8956,1,18000,18000,-0.106794E-01,0,7.46112,0,261.855,0,-8.07782,0,5.99488,0,0.267631E+07,0,3.40917,2.66499,0.269890,0.610122E-01,-8.63044,567.505,27.1190,2.90861,14.6785,808.571,835.653,0.00000,0,701.434,38.6386,40.1916,0.00000,0,0.752313E-01,-41437.2,-42825.1,0.00000,0,303.314,305.292,46077.7,0.518132,1027.22,0.550852E-01,0.388468,0.126398E-01,1780.86,4779.75,0.243950E-01,37.2583,2998.90,288.837,-0.253063,-0.797478,0.386622E-01,-0.253063,-0.797478,0.386622E-01,0.837560,3.67810,116.319,-9999,-9999,-9999,0.143567,0.646431,-19.9971,-0.478069,0.284934E-01,-0.976438E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.970986E-02,1.09985,22.3818,1.06511,230.316,1.08689,-12.5128,1.08689,5.27284,1.08689,-0.118365E-01,1.11618,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,2,0,0,16,7,11,0,0.496029,0.707996,0.888383E-01,0.809029E-01,0.562053E-02,1306.77,0.332749E-06,0.420522E-01,-0.125128E-01,5.27284,-0.118365E-04,95.5376,95.7574
LostCreek_ts_data_2020_07_04_2130.dat,2020-07-04,22:00,186.9165,1,17996,17996,-0.212085E-01,0,14.2512,0,255.751,0,-8.17793,0,5.85503,0,0.293274E+07,1,-0.579492E-01,6.64165,-0.471105,0.152050,-22.5082,1898.88,94.8310,9.83957,14.5872,803.897,833.352,0.00000,0,728.493,40.1469,41.8261,0.00000,0,0.755877E-01,-41651.9,-43178.0,0.00000,0,303.679,305.273,46054.3,0.517603,1028.08,0.551096E-01,0.379406,0.131274E-01,1849.44,4774.47,0.253620E-01,38.7360,2925.03,289.429,0.362681,-1.06103,0.130174,0.362681,-1.06103,0.130174,1.12884,4.70323,73.9336,-9999,-9999,-9999,0.202422,0.692376,-29.3417,-0.325816,0.557228E-01,-0.132303,0,80.3533,-12.1939,27.5827,68.6848,104.749,146.911,220.100,-0.196911E-01,1.07706,28.8055,1.05056,226.340,1.07223,-13.2111,1.07223,5.18172,1.07223,-0.165727E-01,1.10019,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,0,5,1,13,8,8,0,0.642774,0.626404,0.115575,0.119230,0.649345E-02,1160.44,0.209374E-06,0.541317E-01,-0.132111E-01,5.18172,-0.165727E-04,95.4956,95.7340
LostCreek_ts_data_2020_07_04_2200.dat,2020-07-04,22:30,186.9373,1,17992,17992,-0.226938E-01,0,17.3251,0,-9999,-9999,-9.74827,0,-9999,-9999,805915.,0,-1.54316,-4606.14,-0.356823,-105.397,6.43498,591.332,30.4332,3.07315,14.5438,800.363,800.363,0.00000,0,748.506,41.1911,42.9607,-9999,0,0.755842E-01,-41590.6,-41590.6,0.00000,0,303.504,304.751,46041.3,0.518134,1028.66,0.550310E-01,-9999,0.134881E-01,1897.00,4635.72,0.260320E-01,40.9213,2738.72,289.828,-0.848202,-1.46744,0.406586E-01,-0.848202,-1.46744,0.406586E-01,1.69543,4.41677,124.075,-9999,-9999,-9999,0.209282,0.781307,-26.6728,-0.358418,-9999,-0.155320,0,79.5575,-12.0732,27.3095,68.0046,103.711,145.457,217.920,-0.215358E-01,1.05377,16.7262,1.03581,-9999,-9999,-10.6774,1.05827,-9999,-9999,0.489210E-02,1.08456,800000009,800000009,800000009,800000009,800000009,800010009,899999999,899999999,89999,89999,89,89,3,1,0,35,14,19,1,0.550577,0.885383,0.126655,0.542044E-01,0.479775E-02,3833.78,0.163525E-06,0.313820E-01,-0.106774E-01,0.146141,0.489210E-05,95.4809,95.7227
LostCreek_ts_data_2020_07_04_2230.dat,2020-07-04,23:00,186.9581,1,18000,18000,0.131680,1,36.0206,1,-9999,-9999,-2.21034,1,-9999,-9999,0.168575E+07,2,-7.72340,-22705.6,2.14515,-518.236,7.52091,-1654.85,-93.2405,-8.36527,15.0502,821.438,821.438,0.00000,0,847.988,46.2829,48.5290,-9999,0,0.760790E-01,-41519.6,-41519.6,0.00000,0,301.554,302.167,46028.3,0.521397,1031.52,0.545797E-01,-9999,0.152807E-01,2130.90,3998.11,0.293073E-01,53.2977,1867.21,291.671,-2.71704,0.702372E-01,-0.109955,-2.71704,0.702372E-01,-0.109955,2.72017,7.81649,178.570,-9999,-9999,-9999,0.502546,1.57000,-177.743,-0.537856E-01,-9999,-0.133269,0,136.876,-20.7714,46.9851,116.999,178.432,250.253,374.924,0.127197,1.03525,35.1634,1.02438,-9999,-9999,-5.28405,1.04960,-9999,-9999,-0.270257E-03,1.07394,800000009,800000009,800000009,800000009,800000019,800110019,899999999,899999999,89999,89999,89,89,7,17,4,2,12,5,0,1.42270,1.52920,0.188102,0.713845,0.277126,0.155079E-01,0.442590E-05,0.653797E-01,-0.528405E-02,0.394069E-02,-0.270257E-06,95.4566,95.7094
LostCreek_ts_data_2020_07_04_2300.dat,2020-07-04,23:30,186.9790,1,17988,17988,0.271024E-01,0,5.38697,0,-9999,-9999,-5.57009,0,-9999,-9999,261098.,0,-1.93582,-16423.2,-3.27976,-374.610,-153.749,-531.006,-33.6102,-2.89118,14.4860,789.272,789.272,0.00000,0,916.897,49.9572,52.5842,-9999,0,0.788725E-01,-42969.4,-42969.4,0.00000,0,301.304,301.520,46009.7,0.521564,1033.64,0.544850E-01,-9999,0.165225E-01,2299.13,3851.14,0.316787E-01,59.7000,1552.01,292.890,-1.33678,-0.532559E-02,-0.366564E-01,-1.33678,-0.532559E-02,-0.366564E-01,1.33729,4.60106,177.808,-9999,-9999,-9999,0.227956,0.254196,-110.961,-0.861562E-01,-9999,-0.438347E-01,0,118.582,-17.9953,40.7055,101.362,154.584,216.806,324.815,0.254152E-01,1.06639,5.16107,1.04377,-9999,-9999,-5.67754,1.06563,-9999,-9999,0.189831E-01,1.09288,800000009,800000009,800000009,800000009,800000009,801100009,899999999,899999999,89999,89999,89,89,9,12,1,0,3,1,0,0.265260,0.187733,0.554001E-01,0.620583E-01,0.474453E-02,12533.9,0.930011E-06,0.957333E-02,-0.567754E-02,-0.620739,0.189831E-04,95.4614,95.6914
LostCreek_ts_data_2020_07_04_2330.dat,2020-07-05,00:00,187.0000,1,18000,18000,0.155594E-01,1,7.13193,1,-9999,-9999,-2.79477,0,-9999,-9999,355237.,0,-2.11973,-15664.8,-0.136803,-357.066,-119.245,-818.671,-55.5373,-4.58162,14.4919,787.933,787.933,0.00000,0,983.107,53.4520,56.4705,-9999,0,0.811027E-01,-44091.6,-44091.6,0.00000,0,300.865,300.814,45998.7,0.521959,1035.66,0.543705E-01,-9999,0.177156E-01,2459.38,3696.04,0.339406E-01,66.5410,1236.66,293.980,-1.21472,-0.809717E-01,-0.564915E-01,-1.21472,-0.809717E-01,-0.564915E-01,1.21872,3.36823,177.208,-9999,-9999,-9999,0.172655,0.152794,-36.4320,-0.262407,-9999,-0.764142E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.145137E-01,1.07205,6.80940,1.04737,-9999,-9999,-3.20864,1.06910,-9999,-9999,0.330561E-01,1.09673,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,11,30,2,1,12,0,0,0.154685,0.111846,0.390569E-01,0.531869E-01,0.204426E-02,12089.6,0.150082E-05,0.125966E-01,-0.320864E-02,0.138096,0.330561E-04,95.4439,95.6816
LostCreek_ts_data_2020_07_05_0000.dat,2020-07-05,00:30,187.0208,1,17991,17991,0.318595E-02,1,1.70590,1,-9999,-9999,-0.873310,1,-9999,-9999,90257.9,2,-0.322125,-11057.3,-0.279258,-252.016,-296.289,-350.598,-24.9676,-2.09337,14.4484,785.201,785.201,0.00000,0,1028.93,55.9175,59.2295,-9999,0,0.862691E-01,-46878.4,-46878.4,0.00000,0,300.813,300.707,46003.7,0.521705,1037.11,0.543452E-01,-9999,0.185414E-01,2573.10,3672.97,0.355399E-01,70.0550,1099.87,294.717,-0.674482,0.987171E-01,-0.242656E-01,-0.674482,0.987171E-01,-0.242656E-01,0.682099,1.49700,187.598,-9999,-9999,-9999,0.781460E-01,0.374568E-01,-14.1301,-0.676569,-9999,-0.403459E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.284727E-02,1.11895,1.58344,1.07734,-9999,-9999,-0.932089,1.09947,-9999,-9999,0.148152E-01,1.12981,800000009,800000009,800000009,800000009,800000009,800110009,899999999,899999999,89999,89999,89,89,17,28,6,11,23,3,0,0.352394E-01,0.318417E-01,0.783243E-02,0.182659E-01,0.880088E-03,8.17953,0.227018E-05,0.292654E-02,-0.932089E-03,0.326053E-02,0.148152E-04,95.4463,95.6835
