file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_p_mean,air_p_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--
LostCreek_ts_data_2020_07_04_2000.dat,2020-07-04,20:30,186.8540,1,17996,17996,-0.296675E-01,0,8.01163,0,230.007,0,-7.69530,0,5.25859,0,0.242237E+07,0,-9999,-9999,-9999,-9999,-9999,726.588,35.0204,3.76553,14.6499,802.284,831.090,0.00000,0,706.102,38.6688,40.2242,0.00000,0,0.759230E-01,-41574.1,-43066.9,0.00000,0,302.857,303.897,46136.3,0.521168,1027.20,0.547637E-01,0.340756,0.127240E-01,1784.51,4415.77,0.244143E-01,40.4123,2631.25,288.869,-0.844807E-01,-2.46826,0.495967E-01,-0.844807E-01,-2.46826,0.495967E-01,2.47020,4.75661,91.9608,-9999,-9999,-9999,0.238589,0.429312,-85.5508,-0.111747,0.348321E-01,-0.627242E-01,0,86.7770,-13.1687,29.7877,74.1757,113.123,158.656,237.696,-0.272657E-01,1.08809,21.0677,1.05843,202.493,1.08443,-11.6525,1.08443,4.62954,1.08443,-0.325585E-02,1.11079,800000009,800000009,800000009,800000009,800000009,800010009,899999999,899999999,89999,89999,89,89,4,2,0,9,4,3,0,0.344146,0.364107,0.132480,0.762465E-01,0.564418E-02,1130.47,0.509896E-06,0.393534E-01,-0.116525E-01,4.62954,-0.325585E-05,95.5784,95.8144
not_enough_data,2020-07-04,21:00,186.874,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
LostCreek_ts_data_2020_07_04_2100.dat,2020-07-04,21:30,186.8956,1,18000,18000,-0.133978E-01,0,8.77725,0,297.627,0,-9.07656,0,6.81384,0,0.305516E+07,0,-9999,-9999,-9999,-9999,-9999,567.505,27.1190,2.90861,14.6785,808.571,835.653,0.00000,0,701.434,38.6386,40.1916,0.00000,0,0.752313E-01,-41437.2,-42825.1,0.00000,0,303.314,305.292,46077.7,0.518132,1027.22,0.550852E-01,0.441537,0.126398E-01,1780.86,4779.75,0.243950E-01,37.2583,2998.90,288.837,-0.253063,-0.797478,0.386622E-01,-0.253063,-0.797478,0.386622E-01,0.837560,3.67810,116.319,-9999,-9999,-9999,0.160804,0.471676,-23.8857,-0.400239,0.294908E-01,-0.102555,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.110020E-01,1.21775,23.9786,1.14128,243.912,1.16628,-13.1872,1.16628,5.58411,1.16628,-0.133214E-01,1.19999,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,2,0,0,16,7,11,0,0.299908,0.547884,0.905788E-01,0.845200E-01,0.591477E-02,1348.12,0.309010E-06,0.450524E-01,-0.131872E-01,5.58411,-0.133214E-04,95.5376,95.7574
not_enough_data,2020-07-04,22:00,186.916,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
LostCreek_ts_data_2020_07_04_2200.dat,2020-07-04,22:30,186.9373,1,17992,17992,-0.207523E-01,0,19.4514,0,-9999,-9999,-10.1388,0,-9999,-9999,904840.,0,-9999,-9999,-9999,-9999,-9999,591.332,30.4332,3.07315,14.5438,800.363,800.363,0.00000,0,748.506,41.1911,42.9607,-9999,0,0.755842E-01,-41590.6,-41590.6,0.00000,0,303.504,304.751,46041.3,0.518134,1028.66,0.550310E-01,-9999,0.134881E-01,1897.00,4635.72,0.260320E-01,40.9213,2738.72,289.828,-0.848202,-1.46744,0.406586E-01,-0.848202,-1.46744,0.406586E-01,1.69543,4.41677,124.075,-9999,-9999,-9999,0.200130,0.585111,-20.7746,-0.460177,-9999,-0.182357,0,75.9495,-11.5256,26.0710,64.9205,99.0078,138.860,208.037,-0.185040E-01,1.12150,18.0170,1.07961,-9999,-9999,-10.7612,1.10401,-9999,-9999,0.371569E-02,1.13261,800000009,800000009,800000009,800000009,800000009,800010009,899999999,899999999,89999,89999,89,89,3,1,0,35,14,19,1,0.375626,0.658777,0.130068,0.563354E-01,0.407164E-02,-9999,0.161830E-06,0.338039E-01,-0.107612E-01,-9999,0.371569E-05,95.4809,95.7227
not_enough_data,2020-07-04,23:00,186.958,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
LostCreek_ts_data_2020_07_04_2300.dat,2020-07-04,23:30,186.9790,1,17988,17988,0.264089E-01,0,5.19544,0,-9999,-9999,-6.27537,0,-9999,-9999,251804.,0,-9999,-9999,-9999,-9999,-9999,-531.006,-33.6102,-2.89118,14.4860,789.272,789.272,0.00000,0,916.897,49.9572,52.5842,-9999,0,0.788725E-01,-42969.4,-42969.4,0.00000,0,301.304,301.520,46009.7,0.521564,1033.64,0.544850E-01,-9999,0.165225E-01,2299.13,3851.14,0.316787E-01,59.7000,1552.01,292.890,-1.33678,-0.532559E-02,-0.366564E-01,-1.33678,-0.532559E-02,-0.366564E-01,1.33729,4.60106,177.808,-9999,-9999,-9999,0.225020,0.220475,-110.664,-0.863874E-01,-9999,-0.428276E-01,0,117.443,-17.8224,40.3144,100.389,153.099,214.723,321.695,0.229974E-01,1.14834,4.73705,1.09677,-9999,-9999,-6.01157,1.12090,-9999,-9999,0.183491E-01,1.15104,800000009,800000009,800000009,800000009,800000009,801100009,899999999,899999999,89999,89999,89,89,9,12,1,0,3,1,0,0.211286,0.171007,0.553011E-01,0.446188E-01,0.455121E-02,-9999,0.841301E-06,0.878681E-02,-0.601157E-02,-9999,0.183491E-04,95.4614,95.6914
not_enough_data,2020-07-05,00:00,187.000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
LostCreek_ts_data_2020_07_05_0000.dat,2020-07-05,00:30,187.0208,1,17991,17991,0.351834E-02,1,1.81642,1,-9999,-9999,-0.974346,1,-9999,-9999,96122.9,2,-9999,-9999,-9999,-9999,-9999,-350.598,-24.9676,-2.09337,14.4484,785.201,785.201,0.00000,0,1028.93,55.9175,59.2295,-9999,0,0.862691E-01,-46878.4,-46878.4,0.00000,0,300.813,300.707,46003.7,0.521705,1037.11,0.543452E-01,-9999,0.185414E-01,2573.10,3672.97,0.355399E-01,70.0550,1099.87,294.717,-0.674482,0.987171E-01,-0.242656E-01,-0.674482,0.987171E-01,-0.242656E-01,0.682099,1.49700,187.598,-9999,-9999,-9999,0.821214E-01,0.334452E-01,-15.4005,-0.620761,-9999,-0.408800E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.280016E-02,1.25648,1.55767,1.16611,-9999,-9999,-0.952706,1.19203,-9999,-9999,0.130646E-01,1.22767,800000009,800000009,800000009,800000009,800000009,800110009,899999999,899999999,89999,89999,89,89,17,28,6,11,23,3,0,0.307426E-01,0.275494E-01,0.776886E-02,0.181937E-01,0.821105E-03,-9999,0.187362E-05,0.287890E-02,-0.952706E-03,-9999,0.130646E-04,95.4463,95.6835
